timestamp,application_id,correlation_id,query_category,duration_ms,rows_examined,slow_query
2025-05-03T10:59:00.500000Z,cap-app-0048,cap-corr-0048-s,help_search,88,398,false
2025-05-03T11:16:01.100000Z,cap-app-0049,cap-corr-0049,application_state,46,1,false
2025-05-03T11:16:00.500000Z,cap-app-0049,cap-corr-0049-s,help_search,89,399,false
2025-05-03T11:33:01.100000Z,cap-app-0050,cap-corr-0050,application_state,47,1,false
2025-05-03T11:33:00.500000Z,cap-app-0050,cap-corr-0050-s,help_search,90,400,false
2025-05-03T11:50:01.100000Z,cap-app-0051,cap-corr-0051,application_state,48,1,false
2025-05-03T11:50:00.500000Z,cap-app-0051,cap-corr-0051-s,help_search,91,401,false
2025-05-03T12:07:01.100000Z,cap-app-0052,cap-corr-0052,application_state,49,1,false
2025-05-03T12:07:00.500000Z,cap-app-0052,cap-corr-0052-s,help_search,92,402,false
2025-05-03T12:24:01.100000Z,cap-app-0053,cap-corr-0053,application_state,50,1,false
2025-05-03T12:24:00.500000Z,cap-app-0053,cap-corr-0053-s,help_search,93,403,false
2025-05-03T12:41:01.100000Z,cap-app-0054,cap-corr-0054,application_state,51,1,false
2025-05-03T12:41:00.500000Z,cap-app-0054,cap-corr-0054-s,help_search,94,404,false
2025-05-03T12:58:01.100000Z,cap-app-0055,cap-corr-0055,application_state,52,1,false
2025-05-03T12:58:00.500000Z,cap-app-0055,cap-corr-0055-s,help_search,95,405,false
2025-05-03T13:15:01.100000Z,cap-app-0056,cap-corr-0056,application_state,53,1,false
2025-05-03T13:15:00.500000Z,cap-app-0056,cap-corr-0056-s,help_search,96,406,false
2025-05-03T13:32:01.100000Z,cap-app-0057,cap-corr-0057,application_state,54,1,false
2025-05-03T13:32:00.500000Z,cap-app-0057,cap-corr-0057-s,help_search,97,407,false
2025-05-03T13:49:01.100000Z,cap-app-0058,cap-corr-0058,application_state,55,1,false
2025-05-03T13:49:00.500000Z,cap-app-0058,cap-corr-0058-s,help_search,98,408,false
2025-05-03T14:06:01.100000Z,cap-app-0059,cap-corr-0059,application_state,56,1,false
2025-05-03T14:06:00.500000Z,cap-app-0059,cap-corr-0059-s,help_search,99,409,false
2025-05-03T14:23:01.100000Z,cap-app-0060,cap-corr-0060,application_state,42,1,false
2025-05-03T14:23:00.500000Z,cap-app-0060,cap-corr-0060-s,help_search,100,410,false
2025-05-04T09:00:01.100000Z,cap-app-0061,cap-corr-0061,application_state,43,1,false
2025-05-04T09:00:00.500000Z,cap-app-0061,cap-corr-0061-s,help_search,101,411,false
2025-05-04T09:17:01.100000Z,cap-app-0062,cap-corr-0062,application_state,44,1,false
2025-05-04T09:17:00.500000Z,cap-app-0062,cap-corr-0062-s,help_search,102,412,false
2025-05-04T09:34:01.100000Z,cap-app-0063,cap-corr-0063,application_state,45,1,false
2025-05-04T09:34:00.500000Z,cap-app-0063,cap-corr-0063-s,help_search,103,413,false
2025-05-04T09:51:01.100000Z,cap-app-0064,cap-corr-0064,application_state,46,1,false
2025-05-04T09:51:00.500000Z,cap-app-0064,cap-corr-0064-s,help_search,104,414,false
2025-05-04T10:08:01.100000Z,cap-app-0065,cap-corr-0065,application_state,47,1,false
2025-05-04T10:08:00.500000Z,cap-app-0065,cap-corr-0065-s,help_search,105,415,false
2025-05-04T10:25:01.100000Z,cap-app-0066,cap-corr-0066,application_state,48,1,false
2025-05-04T10:25:00.500000Z,cap-app-0066,cap-corr-0066-s,help_search,106,416,false
2025-05-04T10:42:01.100000Z,cap-app-0067,cap-corr-0067,application_state,49,1,false
2025-05-04T10:42:00.500000Z,cap-app-0067,cap-corr-0067-s,help_search,107,417,false
2025-05-04T10:59:01.100000Z,cap-app-0068,cap-corr-0068,application_state,50,1,false
2025-05-04T10:59:00.500000Z,cap-app-0068,cap-corr-0068-s,help_search,108,418,false
2025-05-04T11:16:01.100000Z,cap-app-0069,cap-corr-0069,application_state,51,1,false
2025-05-04T11:16:00.500000Z,cap-app-0069,cap-corr-0069-s,help_search,109,419,false
2025-05-04T11:33:01.100000Z,cap-app-0070,cap-corr-0070,application_state,52,1,false
2025-05-04T11:33:00.500000Z,cap-app-0070,cap-corr-0070-s,help_search,75,420,false
2025-05-04T11:50:01.100000Z,cap-app-0071,cap-corr-0071,application_state,53,1,false
2025-05-04T11:50:00.500000Z,cap-app-0071,cap-corr-0071-s,help_search,76,421,false
2025-05-04T12:07:01.100000Z,cap-app-0072,cap-corr-0072,application_state,54,1,false
2025-05-04T12:07:00.500000Z,cap-app-0072,cap-corr-0072-s,help_search,77,422,false
2025-05-04T12:24:01.100000Z,cap-app-0073,cap-corr-0073,application_state,55,1,false
2025-05-04T12:24:00.500000Z,cap-app-0073,cap-corr-0073-s,help_search,78,423,false
2025-05-04T12:41:01.100000Z,cap-app-0074,cap-corr-0074,application_state,56,1,false
2025-05-04T12:41:00.500000Z,cap-app-0074,cap-corr-0074-s,help_search,79,424,false
2025-05-04T12:58:01.100000Z,cap-app-0075,cap-corr-0075,application_state,42,1,false
2025-05-04T12:58:00.500000Z,cap-app-0075,cap-corr-0075-s,help_search,80,425,false
2025-05-04T13:15:01.100000Z,cap-app-0076,cap-corr-0076,application_state,43,1,false
2025-05-04T13:15:00.500000Z,cap-app-0076,cap-corr-0076-s,help_search,81,426,false
2025-05-04T13:32:01.100000Z,cap-app-0077,cap-corr-0077,application_state,44,1,false
2025-05-04T13:32:00.500000Z,cap-app-0077,cap-corr-0077-s,help_search,82,427,false
2025-05-04T13:49:01.100000Z,cap-app-0078,cap-corr-0078,application_state,45,1,false
2025-05-04T13:49:00.500000Z,cap-app-0078,cap-corr-0078-s,help_search,83,428,false
2025-05-04T14:06:01.100000Z,cap-app-0079,cap-corr-0079,application_state,46,1,false
2025-05-04T14:06:00.500000Z,cap-app-0079,cap-corr-0079-s,help_search,84,429,false
2025-05-04T14:23:01.100000Z,cap-app-0080,cap-corr-0080,application_state,47,1,false
2025-05-04T14:23:00.500000Z,cap-app-0080,cap-corr-0080-s,help_search,85,430,false
2025-05-05T09:00:01.100000Z,cap-app-0081,cap-corr-0081,application_state,48,1,false
2025-05-05T09:00:00.500000Z,cap-app-0081,cap-corr-0081-s,help_search,86,431,false
2025-05-05T09:17:01.100000Z,cap-app-0082,cap-corr-0082,application_state,49,1,false
2025-05-05T09:17:00.500000Z,cap-app-0082,cap-corr-0082-s,help_search,87,432,false
2025-05-05T09:34:01.100000Z,cap-app-0083,cap-corr-0083,application_state,50,1,false
2025-05-05T09:34:00.500000Z,cap-app-0083,cap-corr-0083-s,help_search,88,433,false
2025-05-05T09:51:01.100000Z,cap-app-0084,cap-corr-0084,application_state,51,1,false
2025-05-05T09:51:00.500000Z,cap-app-0084,cap-corr-0084-s,help_search,89,434,false
2025-05-05T10:08:01.100000Z,cap-app-0085,cap-corr-0085,application_state,52,1,false
2025-05-05T10:08:00.500000Z,cap-app-0085,cap-corr-0085-s,help_search,90,435,false
2025-05-05T10:25:01.100000Z,cap-app-0086,cap-corr-0086,application_state,53,1,false
2025-05-05T10:25:00.500000Z,cap-app-0086,cap-corr-0086-s,help_search,91,436,false
2025-05-05T10:42:01.100000Z,cap-app-0087,cap-corr-0087,application_state,54,1,false
2025-05-05T10:42:00.500000Z,cap-app-0087,cap-corr-0087-s,help_search,92,437,false
2025-05-05T10:59:01.100000Z,cap-app-0088,cap-corr-0088,application_state,55,1,false
2025-05-05T10:59:00.500000Z,cap-app-0088,cap-corr-0088-s,help_search,93,438,false
2025-05-05T11:16:01.100000Z,cap-app-0089,cap-corr-0089,application_state,56,1,false
2025-05-05T11:16:00.500000Z,cap-app-0089,cap-corr-0089-s,help_search,94,439,false
2025-05-05T11:33:01.100000Z,cap-app-0090,cap-corr-0090,application_state,42,1,false
2025-05-05T11:33:00.500000Z,cap-app-0090,cap-corr-0090-s,help_search,95,440,false
2025-05-05T11:50:01.100000Z,cap-app-0091,cap-corr-0091,application_state,43,1,false
2025-05-05T11:50:00.500000Z,cap-app-0091,cap-corr-0091-s,help_search,96,441,false
2025-05-05T12:07:01.100000Z,cap-app-0092,cap-corr-0092,application_state,44,1,false
2025-05-05T12:07:00.500000Z,cap-app-0092,cap-corr-0092-s,help_search,97,442,false
2025-05-05T12:24:01.100000Z,cap-app-0093,cap-corr-0093,application_state,45,1,false
2025-05-05T12:24:00.500000Z,cap-app-0093,cap-corr-0093-s,help_search,98,443,false
2025-05-05T12:41:01.100000Z,cap-app-0094,cap-corr-0094,application_state,46,1,false
2025-05-05T12:41:00.500000Z,cap-app-0094,cap-corr-0094-s,help_search,99,444,false
2025-05-05T12:58:01.100000Z,cap-app-0095,cap-corr-0095,application_state,47,1,false
2025-05-05T12:58:00.500000Z,cap-app-0095,cap-corr-0095-s,help_search,100,445,false
2025-05-05T13:15:01.100000Z,cap-app-0096,cap-corr-0096,application_state,48,1,false
2025-05-05T13:15:00.500000Z,cap-app-0096,cap-corr-0096-s,help_search,101,446,false
2025-05-05T13:32:01.100000Z,cap-app-0097,cap-corr-0097,application_state,49,1,false
2025-05-05T13:32:00.500000Z,cap-app-0097,cap-corr-0097-s,help_search,102,447,false
2025-05-05T13:49:01.100000Z,cap-app-0098,cap-corr-0098,application_state,50,1,false
2025-05-05T13:49:00.500000Z,cap-app-0098,cap-corr-0098-s,help_search,103,448,false
2025-05-05T14:06:01.100000Z,cap-app-0099,cap-corr-0099,application_state,51,1,false
2025-05-05T14:06:00.500000Z,cap-app-0099,cap-corr-0099-s,help_search,104,449,false
2025-05-05T14:23:01.100000Z,cap-app-0100,cap-corr-0100,application_state,52,1,false
2025-05-05T14:23:00.500000Z,cap-app-0100,cap-corr-0100-s,help_search,105,350,false
2025-05-06T09:00:01.100000Z,cap-app-0101,cap-corr-0101,application_state,53,1,false
2025-05-06T09:00:00.500000Z,cap-app-0101,cap-corr-0101-s,help_search,106,351,false
2025-05-06T09:17:01.100000Z,cap-app-0102,cap-corr-0102,application_state,54,1,false
2025-05-06T09:17:00.500000Z,cap-app-0102,cap-corr-0102-s,help_search,107,352,false
2025-05-06T09:34:01.100000Z,cap-app-0103,cap-corr-0103,application_state,55,1,false
2025-05-06T09:34:00.500000Z,cap-app-0103,cap-corr-0103-s,help_search,108,353,false
2025-05-06T09:51:01.100000Z,cap-app-0104,cap-corr-0104,application_state,56,1,false
2025-05-06T09:51:00.500000Z,cap-app-0104,cap-corr-0104-s,help_search,109,354,false
2025-05-06T10:08:01.100000Z,cap-app-0105,cap-corr-0105,application_state,42,1,false
2025-05-06T10:08:00.500000Z,cap-app-0105,cap-corr-0105-s,help_search,75,355,false
2025-05-06T10:25:01.100000Z,cap-app-0106,cap-corr-0106,application_state,43,1,false
2025-05-06T10:25:00.500000Z,cap-app-0106,cap-corr-0106-s,help_search,76,356,false
2025-05-06T10:42:01.100000Z,cap-app-0107,cap-corr-0107,application_state,44,1,false
2025-05-06T10:42:00.500000Z,cap-app-0107,cap-corr-0107-s,help_search,77,357,false
2025-05-06T10:59:01.100000Z,cap-app-0108,cap-corr-0108,application_state,45,1,false
2025-05-06T10:59:00.500000Z,cap-app-0108,cap-corr-0108-s,help_search,78,358,false
2025-05-06T11:16:01.100000Z,cap-app-0109,cap-corr-0109,application_state,46,1,false
2025-05-06T11:16:00.500000Z,cap-app-0109,cap-corr-0109-s,help_search,79,359,false
2025-05-06T11:33:01.100000Z,cap-app-0110,cap-corr-0110,application_state,47,1,false
2025-05-06T11:33:00.500000Z,cap-app-0110,cap-corr-0110-s,help_search,80,360,false
2025-05-06T11:50:01.100000Z,cap-app-0111,cap-corr-0111,application_state,48,1,false
2025-05-06T11:50:00.500000Z,cap-app-0111,cap-corr-0111-s,help_search,81,361,false
2025-05-06T12:07:01.100000Z,cap-app-0112,cap-corr-0112,application_state,49,1,false
2025-05-06T12:07:00.500000Z,cap-app-0112,cap-corr-0112-s,help_search,82,362,false
2025-05-06T12:24:01.100000Z,cap-app-0113,cap-corr-0113,application_state,50,1,false
2025-05-06T12:24:00.500000Z,cap-app-0113,cap-corr-0113-s,help_search,83,363,false
2025-05-06T12:41:01.100000Z,cap-app-0114,cap-corr-0114,application_state,51,1,false
2025-05-06T12:41:00.500000Z,cap-app-0114,cap-corr-0114-s,help_search,84,364,false
2025-05-06T12:58:01.100000Z,cap-app-0115,cap-corr-0115,application_state,52,1,false
2025-05-06T12:58:00.500000Z,cap-app-0115,cap-corr-0115-s,help_search,85,365,false
2025-05-06T13:15:01.100000Z,cap-app-0116,cap-corr-0116,application_state,53,1,false
2025-05-06T13:15:00.500000Z,cap-app-0116,cap-corr-0116-s,help_search,86,366,false
2025-05-06T13:32:01.100000Z,cap-app-0117,cap-corr-0117,application_state,54,1,false
2025-05-06T13:32:00.500000Z,cap-app-0117,cap-corr-0117-s,help_search,87,367,false
2025-05-06T13:49:01.100000Z,cap-app-0118,cap-corr-0118,application_state,55,1,false
2025-05-06T13:49:00.500000Z,cap-app-0118,cap-corr-0118-s,help_search,88,368,false
2025-05-06T14:06:01.100000Z,cap-app-0119,cap-corr-0119,application_state,56,1,false
2025-05-06T14:06:00.500000Z,cap-app-0119,cap-corr-0119-s,help_search,89,369,false
2025-05-06T14:23:01.100000Z,cap-app-0120,cap-corr-0120,application_state,42,1,false
2025-05-06T14:23:00.500000Z,cap-app-0120,cap-corr-0120-s,help_search,90,370,false
2025-05-07T09:00:01.100000Z,cap-app-0121,cap-corr-0121,application_state,43,1,false
2025-05-07T09:00:00.500000Z,cap-app-0121,cap-corr-0121-s,help_search,91,371,false
2025-05-07T09:17:01.100000Z,cap-app-0122,cap-corr-0122,application_state,44,1,false
2025-05-07T09:17:00.500000Z,cap-app-0122,cap-corr-0122-s,help_search,92,372,false
2025-05-07T09:34:01.100000Z,cap-app-0123,cap-corr-0123,application_state,45,1,false
2025-05-07T09:34:00.500000Z,cap-app-0123,cap-corr-0123-s,help_search,93,373,false
2025-05-07T09:51:01.100000Z,cap-app-0124,cap-corr-0124,application_state,46,1,false
2025-05-07T09:51:00.500000Z,cap-app-0124,cap-corr-0124-s,help_search,94,374,false
2025-05-07T10:08:01.100000Z,cap-app-0125,cap-corr-0125,application_state,47,1,false
2025-05-07T10:08:00.500000Z,cap-app-0125,cap-corr-0125-s,help_search,95,375,false
2025-05-07T10:25:01.100000Z,cap-app-0126,cap-corr-0126,application_state,48,1,false
2025-05-07T10:25:00.500000Z,cap-app-0126,cap-corr-0126-s,help_search,96,376,false
2025-05-07T10:42:01.100000Z,cap-app-0127,cap-corr-0127,application_state,49,1,false
2025-05-07T10:42:00.500000Z,cap-app-0127,cap-corr-0127-s,help_search,97,377,false
2025-05-07T10:59:01.100000Z,cap-app-0128,cap-corr-0128,application_state,50,1,false
2025-05-07T10:59:00.500000Z,cap-app-0128,cap-corr-0128-s,help_search,98,378,false
2025-05-07T11:16:01.100000Z,cap-app-0129,cap-corr-0129,application_state,51,1,false
2025-05-07T11:16:00.500000Z,cap-app-0129,cap-corr-0129-s,help_search,99,379,false
2025-05-07T11:33:01.100000Z,cap-app-0130,cap-corr-0130,application_state,52,1,false
2025-05-07T11:33:00.500000Z,cap-app-0130,cap-corr-0130-s,help_search,100,380,false
2025-05-07T11:50:01.100000Z,cap-app-0131,cap-corr-0131,application_state,53,1,false
2025-05-07T11:50:00.500000Z,cap-app-0131,cap-corr-0131-s,help_search,101,381,false
2025-05-07T12:07:01.100000Z,cap-app-0132,cap-corr-0132,application_state,54,1,false
2025-05-07T12:07:00.500000Z,cap-app-0132,cap-corr-0132-s,help_search,102,382,false
2025-05-07T12:24:01.100000Z,cap-app-0133,cap-corr-0133,application_state,55,1,false
2025-05-07T12:24:00.500000Z,cap-app-0133,cap-corr-0133-s,help_search,103,383,false
2025-05-07T12:41:01.100000Z,cap-app-0134,cap-corr-0134,application_state,56,1,false
2025-05-07T12:41:00.500000Z,cap-app-0134,cap-corr-0134-s,help_search,104,384,false
2025-05-07T12:58:01.100000Z,cap-app-0135,cap-corr-0135,application_state,42,1,false
2025-05-07T12:58:00.500000Z,cap-app-0135,cap-corr-0135-s,help_search,105,385,false
2025-05-07T13:15:01.100000Z,cap-app-0136,cap-corr-0136,application_state,43,1,false
2025-05-07T13:15:00.500000Z,cap-app-0136,cap-corr-0136-s,help_search,106,386,false
2025-05-07T13:32:01.100000Z,cap-app-0137,cap-corr-0137,application_state,44,1,false
2025-05-07T13:32:00.500000Z,cap-app-0137,cap-corr-0137-s,help_search,107,387,false
2025-05-07T13:49:01.100000Z,cap-app-0138,cap-corr-0138,application_state,45,1,false
2025-05-07T13:49:00.500000Z,cap-app-0138,cap-corr-0138-s,help_search,108,388,false
2025-05-07T14:06:01.100000Z,cap-app-0139,cap-corr-0139,application_state,46,1,false
2025-05-07T14:06:00.500000Z,cap-app-0139,cap-corr-0139-s,help_search,109,389,false
2025-05-07T14:23:01.100000Z,cap-app-0140,cap-corr-0140,application_state,47,1,false
2025-05-07T14:23:00.500000Z,cap-app-0140,cap-corr-0140-s,help_search,75,390,false
2025-05-08T09:00:01.100000Z,cap-app-0141,cap-corr-0141,application_state,48,1,false
2025-05-08T09:00:00.500000Z,cap-app-0141,cap-corr-0141-s,help_search,76,391,false
2025-05-08T09:17:01.100000Z,cap-app-0142,cap-corr-0142,application_state,49,1,false
2025-05-08T09:17:00.500000Z,cap-app-0142,cap-corr-0142-s,help_search,77,392,false
2025-05-08T09:34:01.100000Z,cap-app-0143,cap-corr-0143,application_state,50,1,false
2025-05-08T09:34:00.500000Z,cap-app-0143,cap-corr-0143-s,help_search,78,393,false
2025-05-08T09:51:01.100000Z,cap-app-0144,cap-corr-0144,application_state,51,1,false
2025-05-08T09:51:00.500000Z,cap-app-0144,cap-corr-0144-s,help_search,79,394,false
2025-05-08T10:08:01.100000Z,cap-app-0145,cap-corr-0145,application_state,52,1,false
2025-05-08T10:08:00.500000Z,cap-app-0145,cap-corr-0145-s,help_search,80,395,false
2025-05-08T10:25:01.100000Z,cap-app-0146,cap-corr-0146,application_state,53,1,false
2025-05-08T10:25:00.500000Z,cap-app-0146,cap-corr-0146-s,help_search,81,396,false
2025-05-08T10:42:01.100000Z,cap-app-0147,cap-corr-0147,application_state,54,1,false
2025-05-08T10:42:00.500000Z,cap-app-0147,cap-corr-0147-s,help_search,82,397,false
2025-05-08T10:59:01.100000Z,cap-app-0148,cap-corr-0148,application_state,55,1,false
2025-05-08T10:59:00.500000Z,cap-app-0148,cap-corr-0148-s,help_search,83,398,false
2025-05-08T11:16:01.100000Z,cap-app-0149,cap-corr-0149,application_state,56,1,false
2025-05-08T11:16:00.500000Z,cap-app-0149,cap-corr-0149-s,help_search,84,399,false
2025-05-08T11:33:01.100000Z,cap-app-0150,cap-corr-0150,application_state,42,1,false
2025-05-08T11:33:00.500000Z,cap-app-0150,cap-corr-0150-s,help_search,85,400,false
2025-05-08T11:50:01.100000Z,cap-app-0151,cap-corr-0151,application_state,43,1,false
2025-05-08T11:50:00.500000Z,cap-app-0151,cap-corr-0151-s,help_search,86,401,false
