timestamp,session_id,application_id,campaign_source,entry_page,search_used
2025-05-03T13:15:00Z,cap-session-0056,cap-app-0056,direct,/open-account,false
2025-05-03T13:32:00Z,cap-session-0057,cap-app-0057,email,/open-account,false
2025-05-03T13:49:00Z,cap-session-0058,cap-app-0058,direct,/open-account,false
2025-05-03T14:06:00Z,cap-session-0059,cap-app-0059,direct,/open-account,false
2025-05-03T14:23:00Z,cap-session-0060,cap-app-0060,direct,/open-account,false
2025-05-04T09:00:00Z,cap-session-0061,cap-app-0061,partner,/offers/checking,false
2025-05-04T09:17:00Z,cap-session-0062,cap-app-0062,partner,/offers/checking,false
2025-05-04T09:34:00Z,cap-session-0063,cap-app-0063,partner,/offers/checking,false
2025-05-04T09:51:00Z,cap-session-0064,cap-app-0064,direct,/open-account,false
2025-05-04T10:08:00Z,cap-session-0065,cap-app-0065,email,/open-account,true
2025-05-04T10:25:00Z,cap-session-0066,cap-app-0066,direct,/open-account,false
2025-05-04T10:42:00Z,cap-session-0067,cap-app-0067,direct,/open-account,false
2025-05-04T10:59:00Z,cap-session-0068,cap-app-0068,direct,/open-account,false
2025-05-04T11:16:00Z,cap-session-0069,cap-app-0069,email,/open-account,false
2025-05-04T11:33:00Z,cap-session-0070,cap-app-0070,direct,/open-account,false
2025-05-04T11:50:00Z,cap-session-0071,cap-app-0071,direct,/open-account,false
2025-05-04T12:07:00Z,cap-session-0072,cap-app-0072,direct,/open-account,false
2025-05-04T12:24:00Z,cap-session-0073,cap-app-0073,email,/open-account,false
2025-05-04T12:41:00Z,cap-session-0074,cap-app-0074,direct,/open-account,false
2025-05-04T12:58:00Z,cap-session-0075,cap-app-0075,direct,/open-account,false
2025-05-04T13:15:00Z,cap-session-0076,cap-app-0076,direct,/open-account,false
2025-05-04T13:32:00Z,cap-session-0077,cap-app-0077,email,/open-account,false
2025-05-04T13:49:00Z,cap-session-0078,cap-app-0078,direct,/open-account,true
2025-05-04T14:06:00Z,cap-session-0079,cap-app-0079,direct,/open-account,false
2025-05-04T14:23:00Z,cap-session-0080,cap-app-0080,direct,/open-account,false
2025-05-05T09:00:00Z,cap-session-0081,cap-app-0081,partner,/offers/checking,false
2025-05-05T09:17:00Z,cap-session-0082,cap-app-0082,partner,/offers/checking,false
2025-05-05T09:34:00Z,cap-session-0083,cap-app-0083,partner,/offers/checking,false
2025-05-05T09:51:00Z,cap-session-0084,cap-app-0084,direct,/open-account,false
2025-05-05T10:08:00Z,cap-session-0085,cap-app-0085,email,/open-account,false
2025-05-05T10:25:00Z,cap-session-0086,cap-app-0086,direct,/open-account,false
2025-05-05T10:42:00Z,cap-session-0087,cap-app-0087,direct,/open-account,false
2025-05-05T10:59:00Z,cap-session-0088,cap-app-0088,direct,/open-account,false
2025-05-05T11:16:00Z,cap-session-0089,cap-app-0089,email,/open-account,false
2025-05-05T11:33:00Z,cap-session-0090,cap-app-0090,direct,/open-account,false
2025-05-05T11:50:00Z,cap-session-0091,cap-app-0091,direct,/open-account,true
2025-05-05T12:07:00Z,cap-session-0092,cap-app-0092,direct,/open-account,false
2025-05-05T12:24:00Z,cap-session-0093,cap-app-0093,email,/open-account,false
2025-05-05T12:41:00Z,cap-session-0094,cap-app-0094,direct,/open-account,false
2025-05-05T12:58:00Z,cap-session-0095,cap-app-0095,direct,/open-account,false
2025-05-05T13:15:00Z,cap-session-0096,cap-app-0096,direct,/open-account,false
2025-05-05T13:32:00Z,cap-session-0097,cap-app-0097,email,/open-account,false
2025-05-05T13:49:00Z,cap-session-0098,cap-app-0098,direct,/open-account,false
2025-05-05T14:06:00Z,cap-session-0099,cap-app-0099,direct,/open-account,false
2025-05-05T14:23:00Z,cap-session-0100,cap-app-0100,direct,/open-account,false
2025-05-06T09:00:00Z,cap-session-0101,cap-app-0101,partner,/offers/checking,false
2025-05-06T09:17:00Z,cap-session-0102,cap-app-0102,partner,/offers/checking,false
2025-05-06T09:34:00Z,cap-session-0103,cap-app-0103,partner,/offers/checking,false
2025-05-06T09:51:00Z,cap-session-0104,cap-app-0104,direct,/open-account,true
2025-05-06T10:08:00Z,cap-session-0105,cap-app-0105,email,/open-account,false
2025-05-06T10:25:00Z,cap-session-0106,cap-app-0106,direct,/open-account,false
2025-05-06T10:42:00Z,cap-session-0107,cap-app-0107,direct,/open-account,false
2025-05-06T10:59:00Z,cap-session-0108,cap-app-0108,direct,/open-account,false
2025-05-06T11:16:00Z,cap-session-0109,cap-app-0109,email,/open-account,false
2025-05-06T11:33:00Z,cap-session-0110,cap-app-0110,direct,/open-account,false
2025-05-06T11:50:00Z,cap-session-0111,cap-app-0111,direct,/open-account,false
2025-05-06T12:07:00Z,cap-session-0112,cap-app-0112,direct,/open-account,false
2025-05-06T12:24:00Z,cap-session-0113,cap-app-0113,email,/open-account,false
2025-05-06T12:41:00Z,cap-session-0114,cap-app-0114,direct,/open-account,false
2025-05-06T12:58:00Z,cap-session-0115,cap-app-0115,direct,/open-account,false
2025-05-06T13:15:00Z,cap-session-0116,cap-app-0116,direct,/open-account,false
2025-05-06T13:32:00Z,cap-session-0117,cap-app-0117,email,/open-account,true
2025-05-06T13:49:00Z,cap-session-0118,cap-app-0118,direct,/open-account,false
2025-05-06T14:06:00Z,cap-session-0119,cap-app-0119,direct,/open-account,false
2025-05-06T14:23:00Z,cap-session-0120,cap-app-0120,direct,/open-account,false
2025-05-07T09:00:00Z,cap-session-0121,cap-app-0121,partner,/offers/checking,false
2025-05-07T09:17:00Z,cap-session-0122,cap-app-0122,partner,/offers/checking,false
2025-05-07T09:34:00Z,cap-session-0123,cap-app-0123,partner,/offers/checking,false
2025-05-07T09:51:00Z,cap-session-0124,cap-app-0124,direct,/open-account,false
2025-05-07T10:08:00Z,cap-session-0125,cap-app-0125,email,/open-account,false
2025-05-07T10:25:00Z,cap-session-0126,cap-app-0126,direct,/open-account,false
2025-05-07T10:42:00Z,cap-session-0127,cap-app-0127,direct,/open-account,false
2025-05-07T10:59:00Z,cap-session-0128,cap-app-0128,direct,/open-account,false
2025-05-07T11:16:00Z,cap-session-0129,cap-app-0129,email,/open-account,false
2025-05-07T11:33:00Z,cap-session-0130,cap-app-0130,direct,/open-account,true
2025-05-07T11:50:00Z,cap-session-0131,cap-app-0131,direct,/open-account,false
2025-05-07T12:07:00Z,cap-session-0132,cap-app-0132,direct,/open-account,false
2025-05-07T12:24:00Z,cap-session-0133,cap-app-0133,email,/open-account,false
2025-05-07T12:41:00Z,cap-session-0134,cap-app-0134,direct,/open-account,false
2025-05-07T12:58:00Z,cap-session-0135,cap-app-0135,direct,/open-account,false
2025-05-07T13:15:00Z,cap-session-0136,cap-app-0136,direct,/open-account,false
2025-05-07T13:32:00Z,cap-session-0137,cap-app-0137,email,/open-account,false
2025-05-07T13:49:00Z,cap-session-0138,cap-app-0138,direct,/open-account,false
2025-05-07T14:06:00Z,cap-session-0139,cap-app-0139,direct,/open-account,false
2025-05-07T14:23:00Z,cap-session-0140,cap-app-0140,direct,/open-account,false
2025-05-08T09:00:00Z,cap-session-0141,cap-app-0141,partner,/offers/checking,false
2025-05-08T09:17:00Z,cap-session-0142,cap-app-0142,partner,/offers/checking,false
2025-05-08T09:34:00Z,cap-session-0143,cap-app-0143,partner,/offers/checking,true
2025-05-08T09:51:00Z,cap-session-0144,cap-app-0144,direct,/open-account,false
2025-05-08T10:08:00Z,cap-session-0145,cap-app-0145,email,/open-account,false
2025-05-08T10:25:00Z,cap-session-0146,cap-app-0146,direct,/open-account,false
2025-05-08T10:42:00Z,cap-session-0147,cap-app-0147,direct,/open-account,false
2025-05-08T10:59:00Z,cap-session-0148,cap-app-0148,direct,/open-account,false
2025-05-08T11:16:00Z,cap-session-0149,cap-app-0149,email,/open-account,false
2025-05-08T11:33:00Z,cap-session-0150,cap-app-0150,direct,/open-account,false
2025-05-08T11:50:00Z,cap-session-0151,cap-app-0151,direct,/open-account,false
2025-05-08T12:07:00Z,cap-session-0152,cap-app-0152,direct,/open-account,false
2025-05-08T12:24:00Z,cap-session-0153,cap-app-0153,email,/open-account,false
2025-05-08T12:41:00Z,cap-session-0154,cap-app-0154,direct,/open-account,false
2025-05-08T12:58:00Z,cap-session-0155,cap-app-0155,direct,/open-account,false
2025-05-08T13:15:00Z,cap-session-0156,cap-app-0156,direct,/open-account,true
2025-05-08T13:32:00Z,cap-session-0157,cap-app-0157,email,/open-account,false
2025-05-08T13:49:00Z,cap-session-0158,cap-app-0158,direct,/open-account,false
2025-05-08T14:06:00Z,cap-session-0159,cap-app-0159,direct,/open-account,false
2025-05-08T14:23:00Z,cap-session-0160,cap-app-0160,direct,/open-account,false
2025-05-09T09:00:00Z,cap-session-0161,cap-app-0161,partner,/offers/checking,false
2025-05-09T09:17:00Z,cap-session-0162,cap-app-0162,partner,/offers/checking,false
2025-05-09T09:34:00Z,cap-session-0163,cap-app-0163,partner,/offers/checking,false
2025-05-09T09:51:00Z,cap-session-0164,cap-app-0164,direct,/open-account,false
2025-05-09T10:08:00Z,cap-session-0165,cap-app-0165,email,/open-account,false
2025-05-09T10:25:00Z,cap-session-0166,cap-app-0166,direct,/open-account,false
2025-05-09T10:42:00Z,cap-session-0167,cap-app-0167,direct,/open-account,false
2025-05-09T10:59:00Z,cap-session-0168,cap-app-0168,direct,/open-account,false
2025-05-09T11:16:00Z,cap-session-0169,cap-app-0169,email,/open-account,true
2025-05-09T11:33:00Z,cap-session-0170,cap-app-0170,direct,/open-account,false
2025-05-09T11:50:00Z,cap-session-0171,cap-app-0171,direct,/open-account,false
2025-05-09T12:07:00Z,cap-session-0172,cap-app-0172,direct,/open-account,false
2025-05-09T12:24:00Z,cap-session-0173,cap-app-0173,email,/open-account,false
2025-05-09T12:41:00Z,cap-session-0174,cap-app-0174,direct,/open-account,false
2025-05-09T12:58:00Z,cap-session-0175,cap-app-0175,direct,/open-account,false
2025-05-09T13:15:00Z,cap-session-0176,cap-app-0176,direct,/open-account,false
2025-05-09T13:32:00Z,cap-session-0177,cap-app-0177,email,/open-account,false
2025-05-09T13:49:00Z,cap-session-0178,cap-app-0178,direct,/open-account,false
2025-05-09T14:06:00Z,cap-session-0179,cap-app-0179,direct,/open-account,false
2025-05-09T14:23:00Z,cap-session-0180,cap-app-0180,direct,/open-account,false
2025-05-10T09:00:00Z,cap-session-0181,cap-app-0181,partner,/offers/checking,false
2025-05-10T09:17:00Z,cap-session-0182,cap-app-0182,partner,/offers/checking,true
2025-05-10T09:34:00Z,cap-session-0183,cap-app-0183,partner,/offers/checking,false
2025-05-10T09:51:00Z,cap-session-0184,cap-app-0184,direct,/open-account,false
2025-05-10T10:08:00Z,cap-session-0185,cap-app-0185,email,/open-account,false
2025-05-10T10:25:00Z,cap-session-0186,cap-app-0186,direct,/open-account,false
2025-05-10T10:42:00Z,cap-session-0187,cap-app-0187,direct,/open-account,false
2025-05-10T10:59:00Z,cap-session-0188,cap-app-0188,direct,/open-account,false
2025-05-10T11:16:00Z,cap-session-0189,cap-app-0189,email,/open-account,false
2025-05-10T11:33:00Z,cap-session-0190,cap-app-0190,direct,/open-account,false
2025-05-10T11:50:00Z,cap-session-0191,cap-app-0191,direct,/open-account,false
2025-05-10T12:07:00Z,cap-session-0192,cap-app-0192,direct,/open-account,false
2025-05-10T12:24:00Z,cap-session-0193,cap-app-0193,email,/open-account,false
2025-05-10T12:41:00Z,cap-session-0194,cap-app-0194,direct,/open-account,false
2025-05-10T12:58:00Z,cap-session-0195,cap-app-0195,direct,/open-account,true
2025-05-10T13:15:00Z,cap-session-0196,cap-app-0196,direct,/open-account,false
2025-05-10T13:32:00Z,cap-session-0197,cap-app-0197,email,/open-account,false
2025-05-10T13:49:00Z,cap-session-0198,cap-app-0198,direct,/open-account,false
2025-05-10T14:06:00Z,cap-session-0199,cap-app-0199,direct,/open-account,false
2025-05-10T14:23:00Z,cap-session-0200,cap-app-0200,direct,/open-account,false
2025-05-11T09:00:00Z,cap-session-0201,cap-app-0201,partner,/offers/checking,false
2025-05-11T09:17:00Z,cap-session-0202,cap-app-0202,partner,/offers/checking,false
2025-05-11T09:34:00Z,cap-session-0203,cap-app-0203,partner,/offers/checking,false
2025-05-11T09:51:00Z,cap-session-0204,cap-app-0204,direct,/open-account,false
2025-05-11T10:08:00Z,cap-session-0205,cap-app-0205,email,/open-account,false
2025-05-11T10:25:00Z,cap-session-0206,cap-app-0206,direct,/open-account,false
2025-05-11T10:42:00Z,cap-session-0207,cap-app-0207,direct,/open-account,false
2025-05-11T10:59:00Z,cap-session-0208,cap-app-0208,direct,/open-account,true
2025-05-11T11:16:00Z,cap-session-0209,cap-app-0209,email,/open-account,false
2025-05-11T11:33:00Z,cap-session-0210,cap-app-0210,direct,/open-account,false
2025-05-11T11:50:00Z,cap-session-0211,cap-app-0211,direct,/open-account,false
2025-05-11T12:07:00Z,cap-session-0212,cap-app-0212,direct,/open-account,false
2025-05-11T12:24:00Z,cap-session-0213,cap-app-0213,email,/open-account,false
2025-05-11T12:41:00Z,cap-session-0214,cap-app-0214,direct,/open-account,false
2025-05-11T12:58:00Z,cap-session-0215,cap-app-0215,direct,/open-account,false
2025-05-11T13:15:00Z,cap-session-0216,cap-app-0216,direct,/open-account,false
2025-05-11T13:32:00Z,cap-session-0217,cap-app-0217,email,/open-account,false
2025-05-11T13:49:00Z,cap-session-0218,cap-app-0218,direct,/open-account,false
2025-05-11T14:06:00Z,cap-session-0219,cap-app-0219,direct,/open-account,false
2025-05-11T14:23:00Z,cap-session-0220,cap-app-0220,direct,/open-account,false
2025-05-12T09:00:00Z,cap-session-0221,cap-app-0221,partner,/offers/checking,true
2025-05-12T09:17:00Z,cap-session-0222,cap-app-0222,partner,/offers/checking,false
2025-05-12T09:34:00Z,cap-session-0223,cap-app-0223,partner,/offers/checking,false
2025-05-12T09:51:00Z,cap-session-0224,cap-app-0224,direct,/open-account,false
2025-05-12T10:08:00Z,cap-session-0225,cap-app-0225,email,/open-account,false
2025-05-12T10:25:00Z,cap-session-0226,cap-app-0226,direct,/open-account,false
2025-05-12T10:42:00Z,cap-session-0227,cap-app-0227,direct,/open-account,false
2025-05-12T10:59:00Z,cap-session-0228,cap-app-0228,direct,/open-account,false
2025-05-12T11:16:00Z,cap-session-0229,cap-app-0229,email,/open-account,false
2025-05-12T11:33:00Z,cap-session-0230,cap-app-0230,direct,/open-account,false
2025-05-12T11:50:00Z,cap-session-0231,cap-app-0231,direct,/open-account,false
2025-05-12T12:07:00Z,cap-session-0232,cap-app-0232,direct,/open-account,false
2025-05-12T12:24:00Z,cap-session-0233,cap-app-0233,email,/open-account,false
2025-05-12T12:41:00Z,cap-session-0234,cap-app-0234,direct,/open-account,true
2025-05-12T12:58:00Z,cap-session-0235,cap-app-0235,direct,/open-account,false
2025-05-12T13:15:00Z,cap-session-0236,cap-app-0236,direct,/open-account,false
2025-05-12T13:32:00Z,cap-session-0237,cap-app-0237,email,/open-account,false
2025-05-12T13:49:00Z,cap-session-0238,cap-app-0238,direct,/open-account,false
2025-05-12T14:06:00Z,cap-session-0239,cap-app-0239,direct,/open-account,false
2025-05-12T14:23:00Z,cap-session-0240,cap-app-0240,direct,/open-account,false
2025-05-13T09:00:00Z,cap-session-0241,cap-app-0241,partner,/offers/checking,false
2025-05-13T09:17:00Z,cap-session-0242,cap-app-0242,partner,/offers/checking,false
2025-05-13T09:34:00Z,cap-session-0243,cap-app-0243,partner,/offers/checking,false
2025-05-13T09:51:00Z,cap-session-0244,cap-app-0244,direct,/open-account,false
2025-05-13T10:08:00Z,cap-session-0245,cap-app-0245,email,/open-account,false
2025-05-13T10:25:00Z,cap-session-0246,cap-app-0246,direct,/open-account,false
2025-05-13T10:42:00Z,cap-session-0247,cap-app-0247,direct,/open-account,true
2025-05-13T10:59:00Z,cap-session-0248,cap-app-0248,direct,/open-account,false
2025-05-13T11:16:00Z,cap-session-0249,cap-app-0249,email,/open-account,false
2025-05-13T11:33:00Z,cap-session-0250,cap-app-0250,direct,/open-account,false
2025-05-13T11:50:00Z,cap-session-0251,cap-app-0251,direct,/open-account,false
2025-05-13T12:07:00Z,cap-session-0252,cap-app-0252,direct,/open-account,false
2025-05-13T12:24:00Z,cap-session-0253,cap-app-0253,email,/open-account,false
2025-05-13T12:41:00Z,cap-session-0254,cap-app-0254,direct,/open-account,false
2025-05-13T12:58:00Z,cap-session-0255,cap-app-0255,direct,/open-account,false
2025-05-13T13:15:00Z,cap-session-0256,cap-app-0256,direct,/open-account,false
2025-05-13T13:32:00Z,cap-session-0257,cap-app-0257,email,/open-account,false
2025-05-13T13:49:00Z,cap-session-0258,cap-app-0258,direct,/open-account,false
2025-05-13T14:06:00Z,cap-session-0259,cap-app-0259,direct,/open-account,false
2025-05-13T14:23:00Z,cap-session-0260,cap-app-0260,direct,/open-account,true
2025-05-14T09:00:00Z,cap-session-0261,cap-app-0261,partner,/offers/checking,false
2025-05-14T09:17:00Z,cap-session-0262,cap-app-0262,partner,/offers/checking,false
2025-05-14T09:34:00Z,cap-session-0263,cap-app-0263,partner,/offers/checking,false
2025-05-14T09:51:00Z,cap-session-0264,cap-app-0264,direct,/open-account,false
2025-05-14T10:08:00Z,cap-session-0265,cap-app-0265,email,/open-account,false
2025-05-14T10:25:00Z,cap-session-0266,cap-app-0266,direct,/open-account,false
2025-05-14T10:42:00Z,cap-session-0267,cap-app-0267,direct,/open-account,false
2025-05-14T10:59:00Z,cap-session-0268,cap-app-0268,direct,/open-account,false
2025-05-14T11:16:00Z,cap-session-0269,cap-app-0269,email,/open-account,false
2025-05-14T11:33:00Z,cap-session-0270,cap-app-0270,direct,/open-account,false
2025-05-14T11:50:00Z,cap-session-0271,cap-app-0271,direct,/open-account,false
2025-05-14T12:07:00Z,cap-session-0272,cap-app-0272,direct,/open-account,false
2025-05-14T12:24:00Z,cap-session-0273,cap-app-0273,email,/open-account,true
2025-05-14T12:41:00Z,cap-session-0274,cap-app-0274,direct,/open-account,false
2025-05-14T12:58:00Z,cap-session-0275,cap-app-0275,direct,/open-account,false
2025-05-14T13:15:00Z,cap-session-0276,cap-app-0276,direct,/open-account,false
2025-05-14T13:32:00Z,cap-session-0277,cap-app-0277,email,/open-account,false
2025-05-14T13:49:00Z,cap-session-0278,cap-app-0278,direct,/open-account,false
2025-05-14T14:06:00Z,cap-session-0279,cap-app-0279,direct,/open-account,false
2025-05-14T14:23:00Z,cap-session-0280,cap-app-0280,direct,/open-account,false
2025-05-15T09:00:00Z,cap-session-0281,cap-app-0281,partner,/offers/checking,false
2025-05-15T09:17:00Z,cap-session-0282,cap-app-0282,partner,/offers/checking,false
2025-05-15T09:34:00Z,cap-session-0283,cap-app-0283,partner,/offers/checking,false
2025-05-15T09:51:00Z,cap-session-0284,cap-app-0284,partner,/offers/checking,false
2025-05-15T10:08:00Z,cap-session-0285,cap-app-0285,partner,/offers/checking,false
2025-05-15T10:25:00Z,cap-session-0286,cap-app-0286,partner,/offers/checking,true
2025-05-15T10:42:00Z,cap-session-0287,cap-app-0287,direct,/open-account,false
2025-05-15T10:59:00Z,cap-session-0288,cap-app-0288,direct,/open-account,false
2025-05-15T11:16:00Z,cap-session-0289,cap-app-0289,email,/open-account,false
2025-05-15T11:33:00Z,cap-session-0290,cap-app-0290,direct,/open-account,false
2025-05-15T11:50:00Z,cap-session-0291,cap-app-0291,direct,/open-account,false
2025-05-15T12:07:00Z,cap-session-0292,cap-app-0292,direct,/open-account,false
2025-05-15T12:24:00Z,cap-session-0293,cap-app-0293,email,/open-account,false
2025-05-15T12:41:00Z,cap-session-0294,cap-app-0294,direct,/open-account,false
2025-05-15T12:58:00Z,cap-session-0295,cap-app-0295,direct,/open-account,false
2025-05-15T13:15:00Z,cap-session-0296,cap-app-0296,direct,/open-account,false
2025-05-15T13:32:00Z,cap-session-0297,cap-app-0297,email,/open-account,false
2025-05-15T13:49:00Z,cap-session-0298,cap-app-0298,direct,/open-account,false
2025-05-15T14:06:00Z,cap-session-0299,cap-app-0299,direct,/open-account,true
2025-05-15T14:23:00Z,cap-session-0300,cap-app-0300,direct,/open-account,false
2025-05-16T09:00:00Z,cap-session-0301,cap-app-0301,partner,/offers/checking,false
2025-05-16T09:17:00Z,cap-session-0302,cap-app-0302,partner,/offers/checking,false
2025-05-16T09:34:00Z,cap-session-0303,cap-app-0303,partner,/offers/checking,false
2025-05-16T09:51:00Z,cap-session-0304,cap-app-0304,partner,/offers/checking,false
2025-05-16T10:08:00Z,cap-session-0305,cap-app-0305,partner,/offers/checking,false
2025-05-16T10:25:00Z,cap-session-0306,cap-app-0306,partner,/offers/checking,false
2025-05-16T10:42:00Z,cap-session-0307,cap-app-0307,direct,/open-account,false
2025-05-16T10:59:00Z,cap-session-0308,cap-app-0308,direct,/open-account,false
2025-05-16T11:16:00Z,cap-session-0309,cap-app-0309,email,/open-account,false
2025-05-16T11:33:00Z,cap-session-0310,cap-app-0310,direct,/open-account,false
2025-05-16T11:50:00Z,cap-session-0311,cap-app-0311,direct,/open-account,false
2025-05-16T12:07:00Z,cap-session-0312,cap-app-0312,direct,/open-account,true
2025-05-16T12:24:00Z,cap-session-0313,cap-app-0313,email,/open-account,false
2025-05-16T12:41:00Z,cap-session-0314,cap-app-0314,direct,/open-account,false
2025-05-16T12:58:00Z,cap-session-0315,cap-app-0315,direct,/open-account,false
2025-05-16T13:15:00Z,cap-session-0316,cap-app-0316,direct,/open-account,false
2025-05-16T13:32:00Z,cap-session-0317,cap-app-0317,email,/open-account,false
2025-05-16T13:49:00Z,cap-session-0318,cap-app-0318,direct,/open-account,false
2025-05-16T14:06:00Z,cap-session-0319,cap-app-0319,direct,/open-account,false
2025-05-16T14:23:00Z,cap-session-0320,cap-app-0320,direct,/open-account,false
2025-05-17T09:00:00Z,cap-session-0321,cap-app-0321,partner,/offers/checking,false
2025-05-17T09:17:00Z,cap-session-0322,cap-app-0322,partner,/offers/checking,false
2025-05-17T09:34:00Z,cap-session-0323,cap-app-0323,partner,/offers/checking,false
2025-05-17T09:51:00Z,cap-session-0324,cap-app-0324,partner,/offers/checking,false
2025-05-17T10:08:00Z,cap-session-0325,cap-app-0325,partner,/offers/checking,true
2025-05-17T10:25:00Z,cap-session-0326,cap-app-0326,partner,/offers/checking,false
2025-05-17T10:42:00Z,cap-session-0327,cap-app-0327,direct,/open-account,false
2025-05-17T10:59:00Z,cap-session-0328,cap-app-0328,direct,/open-account,false
2025-05-17T11:16:00Z,cap-session-0329,cap-app-0329,email,/open-account,false
2025-05-17T11:33:00Z,cap-session-0330,cap-app-0330,direct,/open-account,false
2025-05-17T11:50:00Z,cap-session-0331,cap-app-0331,direct,/open-account,false
2025-05-17T12:07:00Z,cap-session-0332,cap-app-0332,direct,/open-account,false
2025-05-17T12:24:00Z,cap-session-0333,cap-app-0333,email,/open-account,false
2025-05-17T12:41:00Z,cap-session-0334,cap-app-0334,direct,/open-account,false
2025-05-17T12:58:00Z,cap-session-0335,cap-app-0335,direct,/open-account,false
2025-05-17T13:15:00Z,cap-session-0336,cap-app-0336,direct,/open-account,false
2025-05-17T13:32:00Z,cap-session-0337,cap-app-0337,email,/open-account,false
2025-05-17T13:49:00Z,cap-session-0338,cap-app-0338,direct,/open-account,true
