experiment_id,application_id,variant,assigned_at,channel,device_type,completed,verification_completed,duration_ms,api_error,verification_retries,support_request
verification-guidance-01,exp-app-0027,A,2025-03-10T02:00:00Z,mobile,phone,True,True,793,False,1,False
verification-guidance-01,exp-app-0028,A,2025-03-10T03:00:00Z,mobile,phone,True,True,692,False,0,False
verification-guidance-01,exp-app-0029,A,2025-03-10T04:00:00Z,mobile,phone,True,False,754,False,0,False
verification-guidance-01,exp-app-0030,A,2025-03-10T05:00:00Z,mobile,phone,True,True,571,False,0,False
verification-guidance-01,exp-app-0031,B,2025-03-10T06:00:00Z,mobile,phone,True,True,689,False,0,False
verification-guidance-01,exp-app-0032,B,2025-03-10T07:00:00Z,mobile,phone,True,True,715,False,0,False
verification-guidance-01,exp-app-0033,A,2025-03-10T08:00:00Z,mobile,phone,True,True,635,False,0,False
verification-guidance-01,exp-app-0034,A,2025-03-10T09:00:00Z,mobile,phone,False,False,788,False,0,False
verification-guidance-01,exp-app-0035,A,2025-03-10T10:00:00Z,mobile,phone,False,True,599,False,0,False
verification-guidance-01,exp-app-0036,A,2025-03-10T11:00:00Z,mobile,phone,True,True,543,False,0,False
verification-guidance-01,exp-app-0037,A,2025-03-10T12:00:00Z,mobile,phone,True,True,870,False,0,False
verification-guidance-01,exp-app-0038,B,2025-03-10T13:00:00Z,mobile,phone,False,True,935,False,0,False
verification-guidance-01,exp-app-0039,B,2025-03-10T14:00:00Z,mobile,phone,True,True,479,False,0,False
verification-guidance-01,exp-app-0040,B,2025-03-10T15:00:00Z,mobile,phone,False,True,759,False,0,False
verification-guidance-01,exp-app-0041,A,2025-03-11T16:00:00Z,mobile,phone,True,True,681,False,0,False
verification-guidance-01,exp-app-0042,B,2025-03-11T17:00:00Z,mobile,phone,True,True,856,False,0,False
verification-guidance-01,exp-app-0043,A,2025-03-11T18:00:00Z,mobile,phone,False,True,698,False,0,False
verification-guidance-01,exp-app-0044,B,2025-03-11T19:00:00Z,mobile,phone,True,True,700,False,0,False
verification-guidance-01,exp-app-0045,A,2025-03-11T20:00:00Z,mobile,phone,True,True,720,False,0,False
verification-guidance-01,exp-app-0046,A,2025-03-11T21:00:00Z,mobile,phone,True,True,839,False,0,False
verification-guidance-01,exp-app-0047,A,2025-03-11T22:00:00Z,mobile,phone,False,True,724,False,1,False
verification-guidance-01,exp-app-0048,B,2025-03-11T23:00:00Z,mobile,phone,True,True,889,False,0,False
verification-guidance-01,exp-app-0049,B,2025-03-11T00:00:00Z,mobile,phone,True,False,581,True,0,False
verification-guidance-01,exp-app-0050,B,2025-03-11T01:00:00Z,mobile,phone,False,False,837,False,0,False
verification-guidance-01,exp-app-0051,B,2025-03-11T02:00:00Z,mobile,phone,False,True,778,False,0,False
verification-guidance-01,exp-app-0052,B,2025-03-11T03:00:00Z,mobile,phone,False,False,644,False,0,False
verification-guidance-01,exp-app-0053,B,2025-03-11T04:00:00Z,mobile,phone,True,True,919,False,0,False
verification-guidance-01,exp-app-0054,A,2025-03-11T05:00:00Z,mobile,phone,False,False,572,False,0,False
verification-guidance-01,exp-app-0055,A,2025-03-11T06:00:00Z,mobile,phone,True,True,781,False,0,False
verification-guidance-01,exp-app-0056,B,2025-03-11T07:00:00Z,mobile,phone,True,True,665,False,0,False
verification-guidance-01,exp-app-0057,A,2025-03-11T08:00:00Z,mobile,phone,False,True,694,False,0,False
verification-guidance-01,exp-app-0058,A,2025-03-11T09:00:00Z,mobile,phone,False,False,873,False,0,False
verification-guidance-01,exp-app-0059,B,2025-03-11T10:00:00Z,mobile,phone,True,False,812,False,0,False
verification-guidance-01,exp-app-0060,A,2025-03-11T11:00:00Z,mobile,phone,False,True,559,False,1,False
verification-guidance-01,exp-app-0061,A,2025-03-11T12:00:00Z,mobile,phone,False,True,820,False,0,False
verification-guidance-01,exp-app-0062,A,2025-03-11T13:00:00Z,mobile,phone,True,True,688,False,0,False
verification-guidance-01,exp-app-0063,B,2025-03-11T14:00:00Z,mobile,phone,True,True,434,False,0,False
verification-guidance-01,exp-app-0064,A,2025-03-11T15:00:00Z,mobile,phone,False,True,669,False,0,False
verification-guidance-01,exp-app-0065,A,2025-03-11T16:00:00Z,mobile,phone,True,True,593,True,0,False
verification-guidance-01,exp-app-0066,B,2025-03-11T17:00:00Z,mobile,phone,True,True,792,False,1,False
verification-guidance-01,exp-app-0067,A,2025-03-11T18:00:00Z,mobile,phone,False,False,747,False,0,False
verification-guidance-01,exp-app-0068,A,2025-03-11T19:00:00Z,mobile,phone,True,False,921,False,0,False
verification-guidance-01,exp-app-0069,A,2025-03-11T20:00:00Z,mobile,phone,True,True,726,True,0,False
verification-guidance-01,exp-app-0070,B,2025-03-11T21:00:00Z,mobile,phone,True,True,821,False,0,False
verification-guidance-01,exp-app-0071,B,2025-03-11T22:00:00Z,mobile,phone,True,False,760,False,0,False
verification-guidance-01,exp-app-0072,A,2025-03-11T23:00:00Z,mobile,phone,False,True,939,False,0,False
verification-guidance-01,exp-app-0073,A,2025-03-11T00:00:00Z,mobile,phone,False,True,759,False,0,False
verification-guidance-01,exp-app-0074,A,2025-03-11T01:00:00Z,mobile,phone,False,True,731,False,0,False
verification-guidance-01,exp-app-0075,B,2025-03-11T02:00:00Z,mobile,phone,True,True,738,False,0,False
verification-guidance-01,exp-app-0076,B,2025-03-11T03:00:00Z,mobile,phone,True,True,807,False,0,False
verification-guidance-01,exp-app-0077,A,2025-03-11T04:00:00Z,mobile,phone,True,False,760,False,0,False
verification-guidance-01,exp-app-0078,B,2025-03-11T05:00:00Z,mobile,phone,True,True,757,True,0,False
verification-guidance-01,exp-app-0079,B,2025-03-11T06:00:00Z,mobile,phone,True,True,976,False,0,False
verification-guidance-01,exp-app-0080,A,2025-03-11T07:00:00Z,mobile,phone,True,False,544,False,0,False
verification-guidance-01,exp-app-0081,A,2025-03-12T08:00:00Z,mobile,phone,True,True,658,False,0,False
verification-guidance-01,exp-app-0082,A,2025-03-12T09:00:00Z,mobile,phone,True,True,931,False,0,False
verification-guidance-01,exp-app-0083,B,2025-03-12T10:00:00Z,mobile,phone,True,True,799,False,0,True
verification-guidance-01,exp-app-0084,A,2025-03-12T11:00:00Z,mobile,phone,True,True,723,False,0,False
verification-guidance-01,exp-app-0085,B,2025-03-12T12:00:00Z,mobile,phone,True,True,850,False,0,False
verification-guidance-01,exp-app-0086,B,2025-03-12T13:00:00Z,mobile,phone,False,True,921,False,0,False
verification-guidance-01,exp-app-0087,A,2025-03-12T14:00:00Z,mobile,phone,False,True,786,False,1,False
verification-guidance-01,exp-app-0088,B,2025-03-12T15:00:00Z,mobile,phone,True,True,741,False,0,False
verification-guidance-01,exp-app-0089,B,2025-03-12T16:00:00Z,mobile,phone,False,True,767,False,0,False
verification-guidance-01,exp-app-0090,B,2025-03-12T17:00:00Z,mobile,phone,False,False,860,False,0,False
verification-guidance-01,exp-app-0091,B,2025-03-12T18:00:00Z,mobile,phone,True,True,791,False,0,False
verification-guidance-01,exp-app-0092,A,2025-03-12T19:00:00Z,mobile,phone,True,True,690,False,0,False
verification-guidance-01,exp-app-0093,B,2025-03-12T20:00:00Z,mobile,phone,True,True,666,False,0,False
verification-guidance-01,exp-app-0094,A,2025-03-12T21:00:00Z,mobile,phone,True,False,836,False,0,False
verification-guidance-01,exp-app-0095,A,2025-03-12T22:00:00Z,mobile,phone,False,True,662,False,0,False
verification-guidance-01,exp-app-0096,A,2025-03-12T23:00:00Z,mobile,phone,False,True,813,False,0,False
verification-guidance-01,exp-app-0097,A,2025-03-12T00:00:00Z,mobile,phone,True,True,919,False,0,False
verification-guidance-01,exp-app-0098,B,2025-03-12T01:00:00Z,mobile,phone,True,True,889,False,1,False
verification-guidance-01,exp-app-0099,B,2025-03-12T02:00:00Z,mobile,phone,True,True,818,False,0,False
verification-guidance-01,exp-app-0100,B,2025-03-12T03:00:00Z,mobile,phone,True,False,597,False,0,False
verification-guidance-01,exp-app-0101,B,2025-03-12T04:00:00Z,mobile,phone,True,True,798,False,0,False
verification-guidance-01,exp-app-0102,B,2025-03-12T05:00:00Z,mobile,phone,True,True,733,False,0,False
verification-guidance-01,exp-app-0103,A,2025-03-12T06:00:00Z,mobile,phone,True,True,708,False,0,False
verification-guidance-01,exp-app-0104,B,2025-03-12T07:00:00Z,mobile,phone,True,True,643,False,0,False
verification-guidance-01,exp-app-0105,A,2025-03-12T08:00:00Z,mobile,phone,False,True,714,False,0,False
verification-guidance-01,exp-app-0106,B,2025-03-12T09:00:00Z,mobile,phone,True,True,752,False,0,False
verification-guidance-01,exp-app-0107,A,2025-03-12T10:00:00Z,mobile,phone,True,False,692,False,1,False
verification-guidance-01,exp-app-0108,A,2025-03-12T11:00:00Z,mobile,phone,True,True,730,False,0,False
verification-guidance-01,exp-app-0109,A,2025-03-12T12:00:00Z,mobile,phone,True,True,706,False,0,False
verification-guidance-01,exp-app-0110,B,2025-03-12T13:00:00Z,mobile,phone,True,True,883,False,0,False
verification-guidance-01,exp-app-0111,B,2025-03-12T14:00:00Z,mobile,phone,True,True,943,False,0,False
verification-guidance-01,exp-app-0112,A,2025-03-12T15:00:00Z,mobile,phone,True,True,801,False,0,False
verification-guidance-01,exp-app-0113,B,2025-03-12T16:00:00Z,mobile,phone,True,True,713,False,0,False
verification-guidance-01,exp-app-0114,B,2025-03-12T17:00:00Z,mobile,phone,False,True,710,False,0,False
verification-guidance-01,exp-app-0115,A,2025-03-12T18:00:00Z,mobile,phone,True,True,840,False,0,False
verification-guidance-01,exp-app-0116,B,2025-03-12T19:00:00Z,mobile,phone,True,False,732,False,0,False
verification-guidance-01,exp-app-0117,B,2025-03-12T20:00:00Z,mobile,phone,True,True,809,False,0,False
verification-guidance-01,exp-app-0118,A,2025-03-12T21:00:00Z,mobile,phone,False,True,826,False,0,False
verification-guidance-01,exp-app-0119,B,2025-03-12T22:00:00Z,mobile,phone,True,True,863,False,0,False
verification-guidance-01,exp-app-0120,B,2025-03-12T23:00:00Z,mobile,phone,True,False,815,False,0,False
verification-guidance-01,exp-app-0121,A,2025-03-13T00:00:00Z,mobile,phone,True,True,464,False,0,False
verification-guidance-01,exp-app-0122,A,2025-03-13T01:00:00Z,mobile,phone,True,True,901,False,0,False
verification-guidance-01,exp-app-0123,A,2025-03-13T02:00:00Z,mobile,phone,True,True,724,False,0,False
verification-guidance-01,exp-app-0124,A,2025-03-13T03:00:00Z,mobile,phone,True,False,785,True,0,False
verification-guidance-01,exp-app-0125,B,2025-03-13T04:00:00Z,mobile,phone,True,True,766,False,1,False
verification-guidance-01,exp-app-0126,B,2025-03-13T05:00:00Z,mobile,phone,True,True,814,False,0,False
verification-guidance-01,exp-app-0127,A,2025-03-13T06:00:00Z,mobile,phone,False,False,643,False,0,False
verification-guidance-01,exp-app-0128,A,2025-03-13T07:00:00Z,mobile,phone,True,True,635,False,0,False
verification-guidance-01,exp-app-0129,A,2025-03-13T08:00:00Z,mobile,phone,True,True,796,False,0,False
verification-guidance-01,exp-app-0130,A,2025-03-13T09:00:00Z,mobile,phone,True,True,803,False,0,False
verification-guidance-01,exp-app-0131,A,2025-03-13T10:00:00Z,mobile,phone,True,True,794,False,0,False
verification-guidance-01,exp-app-0132,B,2025-03-13T11:00:00Z,mobile,phone,True,True,599,False,1,False
verification-guidance-01,exp-app-0133,B,2025-03-13T12:00:00Z,mobile,phone,True,True,985,False,0,False
verification-guidance-01,exp-app-0134,A,2025-03-13T13:00:00Z,mobile,phone,True,False,759,False,0,False
verification-guidance-01,exp-app-0135,B,2025-03-13T14:00:00Z,mobile,phone,True,True,830,False,0,True
verification-guidance-01,exp-app-0136,B,2025-03-13T15:00:00Z,mobile,phone,True,True,919,False,0,False
verification-guidance-01,exp-app-0137,A,2025-03-13T16:00:00Z,mobile,phone,True,True,703,False,0,False
verification-guidance-01,exp-app-0138,B,2025-03-13T17:00:00Z,mobile,phone,True,True,603,False,0,False
verification-guidance-01,exp-app-0139,B,2025-03-13T18:00:00Z,mobile,phone,True,True,912,False,0,False
verification-guidance-01,exp-app-0140,B,2025-03-13T19:00:00Z,mobile,phone,True,True,502,False,0,False
verification-guidance-01,exp-app-0141,A,2025-03-13T20:00:00Z,mobile,phone,False,True,680,False,0,False
verification-guidance-01,exp-app-0142,A,2025-03-13T21:00:00Z,mobile,phone,True,True,660,False,0,False
verification-guidance-01,exp-app-0143,A,2025-03-13T22:00:00Z,mobile,phone,True,True,724,False,0,False
verification-guidance-01,exp-app-0144,B,2025-03-13T23:00:00Z,mobile,phone,True,False,633,False,0,False
verification-guidance-01,exp-app-0145,A,2025-03-13T00:00:00Z,mobile,phone,True,False,596,False,0,False
verification-guidance-01,exp-app-0146,B,2025-03-13T01:00:00Z,mobile,phone,False,True,859,False,0,False
verification-guidance-01,exp-app-0147,A,2025-03-13T02:00:00Z,mobile,phone,True,True,711,False,0,False
verification-guidance-01,exp-app-0148,B,2025-03-13T03:00:00Z,mobile,phone,True,True,758,False,0,False
verification-guidance-01,exp-app-0149,B,2025-03-13T04:00:00Z,mobile,phone,True,True,659,True,0,False
verification-guidance-01,exp-app-0150,A,2025-03-13T05:00:00Z,mobile,phone,True,True,878,False,0,False
verification-guidance-01,exp-app-0151,A,2025-03-13T06:00:00Z,mobile,phone,True,False,711,False,0,False
verification-guidance-01,exp-app-0152,B,2025-03-13T07:00:00Z,mobile,phone,True,True,730,False,0,False
verification-guidance-01,exp-app-0153,A,2025-03-13T08:00:00Z,mobile,phone,True,True,741,False,0,False
verification-guidance-01,exp-app-0154,B,2025-03-13T09:00:00Z,mobile,phone,True,False,589,False,0,False
verification-guidance-01,exp-app-0155,A,2025-03-13T10:00:00Z,mobile,phone,False,True,857,False,0,False
verification-guidance-01,exp-app-0156,A,2025-03-13T11:00:00Z,mobile,phone,True,True,743,False,0,False
verification-guidance-01,exp-app-0157,A,2025-03-13T12:00:00Z,mobile,phone,True,True,689,False,0,False
verification-guidance-01,exp-app-0158,A,2025-03-13T13:00:00Z,mobile,phone,True,True,779,False,0,False
verification-guidance-01,exp-app-0159,B,2025-03-13T14:00:00Z,mobile,phone,True,True,831,False,0,False
verification-guidance-01,exp-app-0160,B,2025-03-13T15:00:00Z,mobile,phone,True,True,877,False,0,False
verification-guidance-01,exp-app-0161,A,2025-03-14T16:00:00Z,mobile,phone,True,True,751,False,0,False
verification-guidance-01,exp-app-0162,B,2025-03-14T17:00:00Z,mobile,phone,True,True,787,False,0,False
verification-guidance-01,exp-app-0163,A,2025-03-14T18:00:00Z,mobile,phone,True,True,781,False,0,False
verification-guidance-01,exp-app-0164,B,2025-03-14T19:00:00Z,mobile,phone,True,True,930,False,0,False
verification-guidance-01,exp-app-0165,A,2025-03-14T20:00:00Z,mobile,phone,False,True,891,False,0,False
verification-guidance-01,exp-app-0166,A,2025-03-14T21:00:00Z,mobile,phone,True,True,780,False,0,False
verification-guidance-01,exp-app-0167,B,2025-03-14T22:00:00Z,mobile,phone,True,True,712,False,0,False
verification-guidance-01,exp-app-0168,B,2025-03-14T23:00:00Z,mobile,phone,True,True,902,False,0,False
verification-guidance-01,exp-app-0169,A,2025-03-14T00:00:00Z,mobile,phone,True,True,804,False,0,False
verification-guidance-01,exp-app-0170,B,2025-03-14T01:00:00Z,mobile,phone,True,True,934,False,1,False
verification-guidance-01,exp-app-0171,A,2025-03-14T02:00:00Z,mobile,phone,True,True,691,False,0,False
verification-guidance-01,exp-app-0172,A,2025-03-14T03:00:00Z,mobile,phone,True,True,589,False,0,False
verification-guidance-01,exp-app-0173,A,2025-03-14T04:00:00Z,mobile,phone,True,True,841,False,0,False
verification-guidance-01,exp-app-0174,A,2025-03-14T05:00:00Z,mobile,phone,True,True,683,False,1,False
verification-guidance-01,exp-app-0175,B,2025-03-14T06:00:00Z,mobile,phone,False,True,619,False,1,False
verification-guidance-01,exp-app-0176,B,2025-03-14T07:00:00Z,mobile,phone,True,True,779,False,0,False
verification-guidance-01,exp-app-0177,B,2025-03-14T08:00:00Z,mobile,phone,True,True,809,False,0,False
verification-guidance-01,exp-app-0178,A,2025-03-14T09:00:00Z,mobile,phone,False,True,653,False,0,False
verification-guidance-01,exp-app-0179,A,2025-03-14T10:00:00Z,mobile,phone,True,True,652,False,0,False
verification-guidance-01,exp-app-0180,A,2025-03-14T11:00:00Z,mobile,phone,True,False,771,False,0,False
verification-guidance-01,exp-app-0181,A,2025-03-14T12:00:00Z,mobile,phone,True,True,865,False,1,False
verification-guidance-01,exp-app-0182,B,2025-03-14T13:00:00Z,mobile,phone,True,True,863,False,0,False
verification-guidance-01,exp-app-0183,B,2025-03-14T14:00:00Z,mobile,phone,True,True,805,False,0,False
verification-guidance-01,exp-app-0184,B,2025-03-14T15:00:00Z,mobile,phone,True,False,640,False,0,False
verification-guidance-01,exp-app-0185,A,2025-03-14T16:00:00Z,mobile,phone,True,True,756,False,0,False
verification-guidance-01,exp-app-0186,B,2025-03-14T17:00:00Z,mobile,phone,False,False,858,False,1,False
verification-guidance-01,exp-app-0187,B,2025-03-14T18:00:00Z,mobile,phone,True,True,970,False,0,False
verification-guidance-01,exp-app-0188,A,2025-03-14T19:00:00Z,mobile,phone,True,True,664,False,0,True
verification-guidance-01,exp-app-0189,B,2025-03-14T20:00:00Z,mobile,phone,False,True,1029,False,0,False
verification-guidance-01,exp-app-0190,B,2025-03-14T21:00:00Z,mobile,phone,False,True,671,False,0,False
verification-guidance-01,exp-app-0191,B,2025-03-14T22:00:00Z,mobile,phone,False,True,926,False,0,False
verification-guidance-01,exp-app-0192,B,2025-03-14T23:00:00Z,mobile,phone,False,False,988,False,0,False
verification-guidance-01,exp-app-0193,B,2025-03-14T00:00:00Z,mobile,phone,True,True,907,False,0,False
verification-guidance-01,exp-app-0194,B,2025-03-14T01:00:00Z,mobile,phone,True,True,674,False,0,False
verification-guidance-01,exp-app-0195,B,2025-03-14T02:00:00Z,mobile,phone,True,False,795,False,0,False
verification-guidance-01,exp-app-0196,B,2025-03-14T03:00:00Z,mobile,phone,True,True,703,False,0,False
verification-guidance-01,exp-app-0197,B,2025-03-14T04:00:00Z,mobile,phone,True,True,813,False,0,False
verification-guidance-01,exp-app-0198,B,2025-03-14T05:00:00Z,mobile,phone,False,True,692,False,0,False
verification-guidance-01,exp-app-0199,A,2025-03-14T06:00:00Z,mobile,phone,True,True,939,False,0,False
verification-guidance-01,exp-app-0200,A,2025-03-14T07:00:00Z,mobile,phone,True,True,740,False,0,False
verification-guidance-01,exp-app-0201,A,2025-03-15T08:00:00Z,mobile,phone,True,True,610,False,0,False
verification-guidance-01,exp-app-0202,B,2025-03-15T09:00:00Z,mobile,phone,False,False,671,False,0,False
verification-guidance-01,exp-app-0203,A,2025-03-15T10:00:00Z,mobile,phone,True,True,900,False,0,False
verification-guidance-01,exp-app-0204,A,2025-03-15T11:00:00Z,mobile,phone,False,False,944,False,0,False
verification-guidance-01,exp-app-0205,B,2025-03-15T12:00:00Z,mobile,phone,True,False,809,False,0,False
verification-guidance-01,exp-app-0206,A,2025-03-15T13:00:00Z,mobile,phone,False,True,782,False,0,False
verification-guidance-01,exp-app-0207,B,2025-03-15T14:00:00Z,mobile,phone,True,True,635,False,1,False
verification-guidance-01,exp-app-0208,B,2025-03-15T15:00:00Z,mobile,phone,True,True,649,True,0,False
verification-guidance-01,exp-app-0209,B,2025-03-15T16:00:00Z,mobile,phone,True,False,646,False,0,False
verification-guidance-01,exp-app-0210,A,2025-03-15T17:00:00Z,mobile,phone,True,False,723,False,0,True
verification-guidance-01,exp-app-0211,B,2025-03-15T18:00:00Z,mobile,phone,True,True,842,False,0,False
verification-guidance-01,exp-app-0212,B,2025-03-15T19:00:00Z,mobile,phone,False,True,601,False,0,False
verification-guidance-01,exp-app-0213,A,2025-03-15T20:00:00Z,mobile,phone,True,True,977,False,0,False
verification-guidance-01,exp-app-0214,A,2025-03-15T21:00:00Z,mobile,phone,True,True,486,False,0,False
verification-guidance-01,exp-app-0215,B,2025-03-15T22:00:00Z,mobile,phone,True,True,657,False,0,False
verification-guidance-01,exp-app-0216,A,2025-03-15T23:00:00Z,mobile,phone,True,True,602,True,0,False
verification-guidance-01,exp-app-0217,B,2025-03-15T00:00:00Z,mobile,phone,True,True,696,False,1,False
verification-guidance-01,exp-app-0218,B,2025-03-15T01:00:00Z,mobile,phone,False,False,919,False,0,False
verification-guidance-01,exp-app-0219,B,2025-03-15T02:00:00Z,mobile,phone,True,True,747,False,0,False
verification-guidance-01,exp-app-0220,B,2025-03-15T03:00:00Z,mobile,phone,True,True,954,False,0,False
verification-guidance-01,exp-app-0221,B,2025-03-15T04:00:00Z,mobile,phone,True,True,605,False,0,False
verification-guidance-01,exp-app-0222,A,2025-03-15T05:00:00Z,mobile,phone,False,False,692,False,0,False
verification-guidance-01,exp-app-0223,B,2025-03-15T06:00:00Z,mobile,phone,True,True,936,False,0,False
verification-guidance-01,exp-app-0224,A,2025-03-15T07:00:00Z,mobile,phone,True,False,797,False,0,False
verification-guidance-01,exp-app-0225,B,2025-03-15T08:00:00Z,mobile,phone,False,True,892,False,0,False
verification-guidance-01,exp-app-0226,B,2025-03-15T09:00:00Z,mobile,phone,True,True,793,False,0,False
verification-guidance-01,exp-app-0227,B,2025-03-15T10:00:00Z,mobile,phone,True,True,933,False,0,False
verification-guidance-01,exp-app-0228,A,2025-03-15T11:00:00Z,mobile,phone,False,False,618,False,0,False
verification-guidance-01,exp-app-0229,A,2025-03-15T12:00:00Z,mobile,phone,True,True,893,False,0,False
verification-guidance-01,exp-app-0230,B,2025-03-15T13:00:00Z,mobile,phone,True,True,934,False,0,False
verification-guidance-01,exp-app-0231,A,2025-03-15T14:00:00Z,mobile,phone,False,True,611,False,0,False
verification-guidance-01,exp-app-0232,A,2025-03-15T15:00:00Z,mobile,phone,True,True,690,False,0,False
verification-guidance-01,exp-app-0233,A,2025-03-15T16:00:00Z,mobile,phone,True,True,831,False,0,False
verification-guidance-01,exp-app-0234,A,2025-03-15T17:00:00Z,mobile,phone,True,False,729,False,0,False
verification-guidance-01,exp-app-0235,A,2025-03-15T18:00:00Z,mobile,phone,True,True,796,False,0,False
verification-guidance-01,exp-app-0236,B,2025-03-15T19:00:00Z,mobile,phone,True,True,681,False,0,False
verification-guidance-01,exp-app-0237,A,2025-03-15T20:00:00Z,mobile,phone,True,True,992,False,0,False
verification-guidance-01,exp-app-0238,B,2025-03-15T21:00:00Z,mobile,phone,True,True,796,False,0,False
verification-guidance-01,exp-app-0239,B,2025-03-15T22:00:00Z,mobile,phone,False,False,671,False,1,False
verification-guidance-01,exp-app-0240,A,2025-03-15T23:00:00Z,mobile,phone,True,False,618,False,0,False
verification-guidance-01,exp-app-0241,B,2025-03-16T00:00:00Z,mobile,phone,False,True,886,False,0,False
verification-guidance-01,exp-app-0242,B,2025-03-16T01:00:00Z,mobile,phone,True,False,831,False,0,False
verification-guidance-01,exp-app-0243,B,2025-03-16T02:00:00Z,mobile,phone,True,True,757,False,1,False
verification-guidance-01,exp-app-0244,A,2025-03-16T03:00:00Z,mobile,phone,True,True,605,False,1,False
verification-guidance-01,exp-app-0245,A,2025-03-16T04:00:00Z,mobile,phone,True,True,684,False,0,False
verification-guidance-01,exp-app-0246,A,2025-03-16T05:00:00Z,mobile,phone,False,True,805,False,0,False
verification-guidance-01,exp-app-0247,B,2025-03-16T06:00:00Z,mobile,phone,False,True,817,False,0,False
verification-guidance-01,exp-app-0248,A,2025-03-16T07:00:00Z,mobile,phone,True,True,676,False,0,False
verification-guidance-01,exp-app-0249,B,2025-03-16T08:00:00Z,mobile,phone,True,False,911,False,1,False
verification-guidance-01,exp-app-0250,A,2025-03-16T09:00:00Z,mobile,phone,True,False,670,False,0,False
verification-guidance-01,exp-app-0251,B,2025-03-16T10:00:00Z,mobile,phone,True,True,656,False,0,False
verification-guidance-01,exp-app-0252,B,2025-03-16T11:00:00Z,mobile,phone,True,True,812,False,0,False
verification-guidance-01,exp-app-0253,A,2025-03-16T12:00:00Z,mobile,phone,True,True,726,False,1,False
verification-guidance-01,exp-app-0254,B,2025-03-16T13:00:00Z,mobile,phone,False,True,751,False,0,False
verification-guidance-01,exp-app-0255,B,2025-03-16T14:00:00Z,mobile,phone,True,True,631,False,0,False
verification-guidance-01,exp-app-0256,A,2025-03-16T15:00:00Z,mobile,phone,True,True,716,False,0,False
verification-guidance-01,exp-app-0257,B,2025-03-16T16:00:00Z,mobile,phone,False,True,625,False,0,False
verification-guidance-01,exp-app-0258,B,2025-03-16T17:00:00Z,mobile,phone,True,True,794,False,0,False
verification-guidance-01,exp-app-0259,B,2025-03-16T18:00:00Z,mobile,phone,True,True,584,False,0,False
verification-guidance-01,exp-app-0260,A,2025-03-16T19:00:00Z,mobile,phone,False,False,808,False,0,False
verification-guidance-01,exp-app-0261,A,2025-03-16T20:00:00Z,mobile,phone,True,True,584,False,0,False
verification-guidance-01,exp-app-0262,A,2025-03-16T21:00:00Z,mobile,phone,True,True,726,False,0,False
