event_timestamp,session_id,application_id,event_name,channel,device_type,campaign_source,request_id,correlation_id,app_version
2025-05-01T09:51:01.200000Z,cap-session-0004,cap-app-0004,identity_verification_started,mobile,android,direct,cap-req-0004,cap-corr-0004,4.7.2
2025-05-01T09:51:02.220000Z,cap-session-0004,cap-app-0004,identity_verification_completed,mobile,android,direct,cap-req-0004,cap-corr-0004,4.7.2
2025-05-01T09:51:04.820000Z,cap-session-0004,cap-app-0004,application_submitted,mobile,android,direct,,,4.7.2
2025-05-01T09:51:07.020000Z,cap-session-0004,cap-app-0004,application_completed,mobile,android,direct,,,4.7.2
2025-05-01T10:08:00Z,cap-session-0005,cap-app-0005,application_started,mobile,ios,email,,,4.7.2
2025-05-01T10:08:01.200000Z,cap-session-0005,cap-app-0005,identity_verification_started,mobile,ios,email,cap-req-0005,cap-corr-0005,4.7.2
2025-05-01T10:08:02.255000Z,cap-session-0005,cap-app-0005,identity_verification_completed,mobile,ios,email,cap-req-0005,cap-corr-0005,4.7.2
2025-05-01T10:08:04.855000Z,cap-session-0005,cap-app-0005,application_submitted,mobile,ios,email,,,4.7.2
2025-05-01T10:08:07.055000Z,cap-session-0005,cap-app-0005,application_completed,mobile,ios,email,,,4.7.2
2025-05-01T10:25:00Z,cap-session-0006,cap-app-0006,application_started,mobile,android,direct,,,4.7.2
2025-05-01T10:25:01.200000Z,cap-session-0006,cap-app-0006,identity_verification_started,mobile,android,direct,cap-req-0006,cap-corr-0006,4.7.2
2025-05-01T10:25:02.290000Z,cap-session-0006,cap-app-0006,identity_verification_completed,mobile,android,direct,cap-req-0006,cap-corr-0006,4.7.2
2025-05-01T10:25:04.890000Z,cap-session-0006,cap-app-0006,application_submitted,mobile,android,direct,,,4.7.2
2025-05-01T10:25:07.090000Z,cap-session-0006,cap-app-0006,application_completed,mobile,android,direct,,,4.7.2
2025-05-01T10:42:00Z,cap-session-0007,cap-app-0007,application_started,mobile,ios,direct,,,4.7.2
2025-05-01T10:42:01.200000Z,cap-session-0007,cap-app-0007,identity_verification_started,mobile,ios,direct,cap-req-0007,cap-corr-0007,4.7.2
2025-05-01T10:42:02.080000Z,cap-session-0007,cap-app-0007,identity_verification_completed,mobile,ios,direct,cap-req-0007,cap-corr-0007,4.7.2
2025-05-01T10:42:04.680000Z,cap-session-0007,cap-app-0007,application_submitted,mobile,ios,direct,,,4.7.2
2025-05-01T10:42:06.880000Z,cap-session-0007,cap-app-0007,application_completed,mobile,ios,direct,,,4.7.2
2025-05-01T10:59:00Z,cap-session-0008,cap-app-0008,application_started,mobile,android,direct,,,4.7.2
2025-05-01T10:59:01.200000Z,cap-session-0008,cap-app-0008,identity_verification_started,mobile,android,direct,cap-req-0008,cap-corr-0008,4.7.2
2025-05-01T10:59:02.115000Z,cap-session-0008,cap-app-0008,identity_verification_completed,mobile,android,direct,cap-req-0008,cap-corr-0008,4.7.2
2025-05-01T10:59:04.715000Z,cap-session-0008,cap-app-0008,application_submitted,mobile,android,direct,,,4.7.2
2025-05-01T10:59:06.915000Z,cap-session-0008,cap-app-0008,application_completed,mobile,android,direct,,,4.7.2
2025-05-01T11:16:00Z,cap-session-0009,cap-app-0009,application_started,mobile,ios,email,,,4.7.2
2025-05-01T11:16:01.200000Z,cap-session-0009,cap-app-0009,identity_verification_started,mobile,ios,email,cap-req-0009,cap-corr-0009,4.7.2
2025-05-01T11:16:02.150000Z,cap-session-0009,cap-app-0009,identity_verification_completed,mobile,ios,email,cap-req-0009,cap-corr-0009,4.7.2
2025-05-01T11:16:04.750000Z,cap-session-0009,cap-app-0009,application_submitted,mobile,ios,email,,,4.7.2
2025-05-01T11:16:06.950000Z,cap-session-0009,cap-app-0009,application_completed,mobile,ios,email,,,4.7.2
2025-05-01T11:33:00Z,cap-session-0010,cap-app-0010,application_started,mobile,android,direct,,,4.7.2
2025-05-01T11:33:01.200000Z,cap-session-0010,cap-app-0010,identity_verification_started,mobile,android,direct,cap-req-0010,cap-corr-0010,4.7.2
2025-05-01T11:33:02.185000Z,cap-session-0010,cap-app-0010,identity_verification_completed,mobile,android,direct,cap-req-0010,cap-corr-0010,4.7.2
2025-05-01T11:33:04.785000Z,cap-session-0010,cap-app-0010,application_submitted,mobile,android,direct,,,4.7.2
2025-05-01T11:33:06.985000Z,cap-session-0010,cap-app-0010,application_completed,mobile,android,direct,,,4.7.2
2025-05-01T11:50:00Z,cap-session-0011,cap-app-0011,application_started,web,desktop,direct,,,4.7.2
2025-05-01T11:50:01.200000Z,cap-session-0011,cap-app-0011,identity_verification_started,web,desktop,direct,cap-req-0011,cap-corr-0011,4.7.2
2025-05-01T11:50:02.220000Z,cap-session-0011,cap-app-0011,identity_verification_completed,web,desktop,direct,cap-req-0011,cap-corr-0011,4.7.2
2025-05-01T11:50:04.820000Z,cap-session-0011,cap-app-0011,application_submitted,web,desktop,direct,,,4.7.2
2025-05-01T11:50:07.020000Z,cap-session-0011,cap-app-0011,application_completed,web,desktop,direct,,,4.7.2
2025-05-01T12:07:00Z,cap-session-0012,cap-app-0012,application_started,web,desktop,direct,,,4.7.2
2025-05-01T12:07:01.200000Z,cap-session-0012,cap-app-0012,identity_verification_started,web,desktop,direct,cap-req-0012,cap-corr-0012,4.7.2
2025-05-01T12:07:02.255000Z,cap-session-0012,cap-app-0012,identity_verification_completed,web,desktop,direct,cap-req-0012,cap-corr-0012,4.7.2
2025-05-01T12:07:04.855000Z,cap-session-0012,cap-app-0012,application_submitted,web,desktop,direct,,,4.7.2
2025-05-01T12:07:07.055000Z,cap-session-0012,cap-app-0012,application_completed,web,desktop,direct,,,4.7.2
2025-05-01T12:24:00Z,cap-session-0013,cap-app-0013,application_started,web,desktop,email,,,4.7.2
2025-05-01T12:24:01.200000Z,cap-session-0013,cap-app-0013,identity_verification_started,web,desktop,email,cap-req-0013,cap-corr-0013,4.7.2
2025-05-01T12:24:02.290000Z,cap-session-0013,cap-app-0013,identity_verification_completed,web,desktop,email,cap-req-0013,cap-corr-0013,4.7.2
2025-05-01T12:24:04.890000Z,cap-session-0013,cap-app-0013,application_submitted,web,desktop,email,,,4.7.2
2025-05-01T12:24:07.090000Z,cap-session-0013,cap-app-0013,application_completed,web,desktop,email,,,4.7.2
2025-05-01T12:41:00Z,cap-session-0014,cap-app-0014,application_started,web,desktop,direct,,,4.7.2
2025-05-01T12:41:01.200000Z,cap-session-0014,cap-app-0014,identity_verification_started,web,desktop,direct,cap-req-0014,cap-corr-0014,4.7.2
2025-05-01T12:41:02.080000Z,cap-session-0014,cap-app-0014,identity_verification_completed,web,desktop,direct,cap-req-0014,cap-corr-0014,4.7.2
2025-05-01T12:41:04.680000Z,cap-session-0014,cap-app-0014,application_submitted,web,desktop,direct,,,4.7.2
2025-05-01T12:41:06.880000Z,cap-session-0014,cap-app-0014,application_completed,web,desktop,direct,,,4.7.2
2025-05-01T12:58:00Z,cap-session-0015,cap-app-0015,application_started,web,desktop,direct,,,4.7.2
2025-05-01T12:58:01.200000Z,cap-session-0015,cap-app-0015,identity_verification_started,web,desktop,direct,cap-req-0015,cap-corr-0015,4.7.2
2025-05-01T12:58:02.115000Z,cap-session-0015,cap-app-0015,identity_verification_completed,web,desktop,direct,cap-req-0015,cap-corr-0015,4.7.2
2025-05-01T12:58:04.715000Z,cap-session-0015,cap-app-0015,application_submitted,web,desktop,direct,,,4.7.2
2025-05-01T12:58:06.915000Z,cap-session-0015,cap-app-0015,application_completed,web,desktop,direct,,,4.7.2
2025-05-01T13:15:00Z,cap-session-0016,cap-app-0016,application_started,web,desktop,direct,,,4.7.2
2025-05-01T13:15:01.200000Z,cap-session-0016,cap-app-0016,identity_verification_started,web,desktop,direct,cap-req-0016,cap-corr-0016,4.7.2
2025-05-01T13:15:02.150000Z,cap-session-0016,cap-app-0016,identity_verification_completed,web,desktop,direct,cap-req-0016,cap-corr-0016,4.7.2
2025-05-01T13:15:04.750000Z,cap-session-0016,cap-app-0016,application_submitted,web,desktop,direct,,,4.7.2
2025-05-01T13:15:06.950000Z,cap-session-0016,cap-app-0016,application_completed,web,desktop,direct,,,4.7.2
2025-05-01T13:32:00Z,cap-session-0017,cap-app-0017,application_started,web,desktop,email,,,4.7.2
2025-05-01T13:32:01.200000Z,cap-session-0017,cap-app-0017,identity_verification_started,web,desktop,email,cap-req-0017,cap-corr-0017,4.7.2
2025-05-01T13:32:02.185000Z,cap-session-0017,cap-app-0017,identity_verification_completed,web,desktop,email,cap-req-0017,cap-corr-0017,4.7.2
2025-05-01T13:32:04.785000Z,cap-session-0017,cap-app-0017,application_submitted,web,desktop,email,,,4.7.2
2025-05-01T13:32:06.985000Z,cap-session-0017,cap-app-0017,application_completed,web,desktop,email,,,4.7.2
2025-05-01T13:49:00Z,cap-session-0018,cap-app-0018,application_started,web,desktop,direct,,,4.7.2
2025-05-01T13:49:01.200000Z,cap-session-0018,cap-app-0018,identity_verification_started,web,desktop,direct,cap-req-0018,cap-corr-0018,4.7.2
2025-05-01T13:49:02.220000Z,cap-session-0018,cap-app-0018,identity_verification_completed,web,desktop,direct,cap-req-0018,cap-corr-0018,4.7.2
2025-05-01T13:49:04.820000Z,cap-session-0018,cap-app-0018,application_submitted,web,desktop,direct,,,4.7.2
2025-05-01T13:49:07.020000Z,cap-session-0018,cap-app-0018,application_completed,web,desktop,direct,,,4.7.2
2025-05-01T14:06:00Z,cap-session-0019,cap-app-0019,application_started,web,desktop,direct,,,4.7.2
2025-05-01T14:06:01.200000Z,cap-session-0019,cap-app-0019,identity_verification_started,web,desktop,direct,cap-req-0019,cap-corr-0019,4.7.2
2025-05-01T14:23:00Z,cap-session-0020,cap-app-0020,application_started,web,desktop,direct,,,4.7.2
2025-05-01T14:23:01.200000Z,cap-session-0020,cap-app-0020,identity_verification_started,web,desktop,direct,cap-req-0020,cap-corr-0020,4.7.2
2025-05-01T14:23:02.290000Z,cap-session-0020,cap-app-0020,identity_verification_completed,web,desktop,direct,cap-req-0020,cap-corr-0020,4.7.2
2025-05-01T14:23:04.890000Z,cap-session-0020,cap-app-0020,application_submitted,web,desktop,direct,,,4.7.2
2025-05-01T14:23:07.090000Z,cap-session-0020,cap-app-0020,application_completed,web,desktop,direct,,,4.7.2
2025-05-02T09:00:00Z,cap-session-0021,cap-app-0021,application_started,mobile,ios,partner,,,4.7.2
2025-05-02T09:00:01.200000Z,cap-session-0021,cap-app-0021,identity_verification_started,mobile,ios,partner,cap-req-0021,cap-corr-0021,4.7.2
2025-05-02T09:00:02.080000Z,cap-session-0021,cap-app-0021,identity_verification_completed,mobile,ios,partner,cap-req-0021,cap-corr-0021,4.7.2
2025-05-02T09:00:04.680000Z,cap-session-0021,cap-app-0021,application_submitted,mobile,ios,partner,,,4.7.2
2025-05-02T09:00:06.880000Z,cap-session-0021,cap-app-0021,application_completed,mobile,ios,partner,,,4.7.2
2025-05-02T09:17:00Z,cap-session-0022,cap-app-0022,application_started,mobile,android,partner,,,4.7.2
2025-05-02T09:17:01.200000Z,cap-session-0022,cap-app-0022,identity_verification_started,mobile,android,partner,cap-req-0022,cap-corr-0022,4.7.2
2025-05-02T09:17:02.115000Z,cap-session-0022,cap-app-0022,identity_verification_completed,mobile,android,partner,cap-req-0022,cap-corr-0022,4.7.2
2025-05-02T09:17:04.715000Z,cap-session-0022,cap-app-0022,application_submitted,mobile,android,partner,,,4.7.2
2025-05-02T09:17:06.915000Z,cap-session-0022,cap-app-0022,application_completed,mobile,android,partner,,,4.7.2
2025-05-02T09:34:00Z,cap-session-0023,cap-app-0023,application_started,mobile,ios,partner,,,4.7.2
2025-05-02T09:34:01.200000Z,cap-session-0023,cap-app-0023,identity_verification_started,mobile,ios,partner,cap-req-0023,cap-corr-0023,4.7.2
2025-05-02T09:34:02.150000Z,cap-session-0023,cap-app-0023,identity_verification_completed,mobile,ios,partner,cap-req-0023,cap-corr-0023,4.7.2
2025-05-02T09:34:04.750000Z,cap-session-0023,cap-app-0023,application_submitted,mobile,ios,partner,,,4.7.2
2025-05-02T09:51:00Z,cap-session-0024,cap-app-0024,application_started,mobile,android,direct,,,4.7.2
2025-05-02T09:51:01.200000Z,cap-session-0024,cap-app-0024,identity_verification_started,mobile,android,direct,cap-req-0024,cap-corr-0024,4.7.2
2025-05-02T09:51:02.185000Z,cap-session-0024,cap-app-0024,identity_verification_completed,mobile,android,direct,cap-req-0024,cap-corr-0024,4.7.2
2025-05-02T09:51:04.785000Z,cap-session-0024,cap-app-0024,application_submitted,mobile,android,direct,,,4.7.2
2025-05-02T09:51:06.985000Z,cap-session-0024,cap-app-0024,application_completed,mobile,android,direct,,,4.7.2
2025-05-02T10:08:00Z,cap-session-0025,cap-app-0025,application_started,mobile,ios,email,,,4.7.2
2025-05-02T10:08:01.200000Z,cap-session-0025,cap-app-0025,identity_verification_started,mobile,ios,email,cap-req-0025,cap-corr-0025,4.7.2
2025-05-02T10:08:02.220000Z,cap-session-0025,cap-app-0025,identity_verification_completed,mobile,ios,email,cap-req-0025,cap-corr-0025,4.7.2
2025-05-02T10:08:04.820000Z,cap-session-0025,cap-app-0025,application_submitted,mobile,ios,email,,,4.7.2
2025-05-02T10:08:07.020000Z,cap-session-0025,cap-app-0025,application_completed,mobile,ios,email,,,4.7.2
2025-05-02T10:25:00Z,cap-session-0026,cap-app-0026,application_started,mobile,android,direct,,,4.7.2
2025-05-02T10:25:01.200000Z,cap-session-0026,cap-app-0026,identity_verification_started,mobile,android,direct,cap-req-0026,cap-corr-0026,4.7.2
2025-05-02T10:25:02.255000Z,cap-session-0026,cap-app-0026,identity_verification_completed,mobile,android,direct,cap-req-0026,cap-corr-0026,4.7.2
2025-05-02T10:25:04.855000Z,cap-session-0026,cap-app-0026,application_submitted,mobile,android,direct,,,4.7.2
2025-05-02T10:25:07.055000Z,cap-session-0026,cap-app-0026,application_completed,mobile,android,direct,,,4.7.2
2025-05-02T10:42:00Z,cap-session-0027,cap-app-0027,application_started,mobile,ios,direct,,,4.7.2
2025-05-02T10:42:01.200000Z,cap-session-0027,cap-app-0027,identity_verification_started,mobile,ios,direct,cap-req-0027,cap-corr-0027,4.7.2
2025-05-02T10:42:02.290000Z,cap-session-0027,cap-app-0027,identity_verification_completed,mobile,ios,direct,cap-req-0027,cap-corr-0027,4.7.2
2025-05-02T10:42:04.890000Z,cap-session-0027,cap-app-0027,application_submitted,mobile,ios,direct,,,4.7.2
2025-05-02T10:42:07.090000Z,cap-session-0027,cap-app-0027,application_completed,mobile,ios,direct,,,4.7.2
2025-05-02T10:59:00Z,cap-session-0028,cap-app-0028,application_started,mobile,android,direct,,,4.7.2
2025-05-02T10:59:01.200000Z,cap-session-0028,cap-app-0028,identity_verification_started,mobile,android,direct,cap-req-0028,cap-corr-0028,4.7.2
2025-05-02T10:59:02.080000Z,cap-session-0028,cap-app-0028,identity_verification_completed,mobile,android,direct,cap-req-0028,cap-corr-0028,4.7.2
2025-05-02T10:59:04.680000Z,cap-session-0028,cap-app-0028,application_submitted,mobile,android,direct,,,4.7.2
2025-05-02T10:59:06.880000Z,cap-session-0028,cap-app-0028,application_completed,mobile,android,direct,,,4.7.2
2025-05-02T11:16:00Z,cap-session-0029,cap-app-0029,application_started,mobile,ios,email,,,4.7.2
2025-05-02T11:16:01.200000Z,cap-session-0029,cap-app-0029,identity_verification_started,mobile,ios,email,cap-req-0029,cap-corr-0029,4.7.2
2025-05-02T11:16:02.115000Z,cap-session-0029,cap-app-0029,identity_verification_completed,mobile,ios,email,cap-req-0029,cap-corr-0029,4.7.2
2025-05-02T11:16:04.715000Z,cap-session-0029,cap-app-0029,application_submitted,mobile,ios,email,,,4.7.2
2025-05-02T11:16:06.915000Z,cap-session-0029,cap-app-0029,application_completed,mobile,ios,email,,,4.7.2
2025-05-02T11:33:00Z,cap-session-0030,cap-app-0030,application_started,mobile,android,direct,,,4.7.2
2025-05-02T11:33:01.200000Z,cap-session-0030,cap-app-0030,identity_verification_started,mobile,android,direct,cap-req-0030,cap-corr-0030,4.7.2
2025-05-02T11:33:02.150000Z,cap-session-0030,cap-app-0030,identity_verification_completed,mobile,android,direct,cap-req-0030,cap-corr-0030,4.7.2
2025-05-02T11:33:04.750000Z,cap-session-0030,cap-app-0030,application_submitted,mobile,android,direct,,,4.7.2
2025-05-02T11:33:06.950000Z,cap-session-0030,cap-app-0030,application_completed,mobile,android,direct,,,4.7.2
2025-05-02T11:50:00Z,cap-session-0031,cap-app-0031,application_started,web,desktop,direct,,,4.7.2
2025-05-02T11:50:01.200000Z,cap-session-0031,cap-app-0031,identity_verification_started,web,desktop,direct,cap-req-0031,cap-corr-0031,4.7.2
2025-05-02T11:50:02.185000Z,cap-session-0031,cap-app-0031,identity_verification_completed,web,desktop,direct,cap-req-0031,cap-corr-0031,4.7.2
2025-05-02T11:50:04.785000Z,cap-session-0031,cap-app-0031,application_submitted,web,desktop,direct,,,4.7.2
2025-05-02T11:50:06.985000Z,cap-session-0031,cap-app-0031,application_completed,web,desktop,direct,,,4.7.2
2025-05-02T12:07:00Z,cap-session-0032,cap-app-0032,application_started,web,desktop,direct,,,4.7.2
2025-05-02T12:07:01.200000Z,cap-session-0032,cap-app-0032,identity_verification_started,web,desktop,direct,cap-req-0032,cap-corr-0032,4.7.2
2025-05-02T12:07:02.220000Z,cap-session-0032,cap-app-0032,identity_verification_completed,web,desktop,direct,cap-req-0032,cap-corr-0032,4.7.2
2025-05-02T12:07:04.820000Z,cap-session-0032,cap-app-0032,application_submitted,web,desktop,direct,,,4.7.2
2025-05-02T12:07:07.020000Z,cap-session-0032,cap-app-0032,application_completed,web,desktop,direct,,,4.7.2
2025-05-02T12:24:00Z,cap-session-0033,cap-app-0033,application_started,web,desktop,email,,,4.7.2
2025-05-02T12:24:01.200000Z,cap-session-0033,cap-app-0033,identity_verification_started,web,desktop,email,cap-req-0033,cap-corr-0033,4.7.2
2025-05-02T12:24:02.255000Z,cap-session-0033,cap-app-0033,identity_verification_completed,web,desktop,email,cap-req-0033,cap-corr-0033,4.7.2
2025-05-02T12:24:04.855000Z,cap-session-0033,cap-app-0033,application_submitted,web,desktop,email,,,4.7.2
2025-05-02T12:24:07.055000Z,cap-session-0033,cap-app-0033,application_completed,web,desktop,email,,,4.7.2
2025-05-02T12:41:00Z,cap-session-0034,cap-app-0034,application_started,web,desktop,direct,,,4.7.2
2025-05-02T12:41:01.200000Z,cap-session-0034,cap-app-0034,identity_verification_started,web,desktop,direct,cap-req-0034,cap-corr-0034,4.7.2
2025-05-02T12:41:02.290000Z,cap-session-0034,cap-app-0034,identity_verification_completed,web,desktop,direct,cap-req-0034,cap-corr-0034,4.7.2
2025-05-02T12:41:04.890000Z,cap-session-0034,cap-app-0034,application_submitted,web,desktop,direct,,,4.7.2
2025-05-02T12:41:07.090000Z,cap-session-0034,cap-app-0034,application_completed,web,desktop,direct,,,4.7.2
2025-05-02T12:58:00Z,cap-session-0035,cap-app-0035,application_started,web,desktop,direct,,,4.7.2
2025-05-02T12:58:01.200000Z,cap-session-0035,cap-app-0035,identity_verification_started,web,desktop,direct,cap-req-0035,cap-corr-0035,4.7.2
2025-05-02T12:58:02.080000Z,cap-session-0035,cap-app-0035,identity_verification_completed,web,desktop,direct,cap-req-0035,cap-corr-0035,4.7.2
2025-05-02T12:58:04.680000Z,cap-session-0035,cap-app-0035,application_submitted,web,desktop,direct,,,4.7.2
2025-05-02T12:58:06.880000Z,cap-session-0035,cap-app-0035,application_completed,web,desktop,direct,,,4.7.2
2025-05-02T13:15:00Z,cap-session-0036,cap-app-0036,application_started,web,desktop,direct,,,4.7.2
2025-05-02T13:15:01.200000Z,cap-session-0036,cap-app-0036,identity_verification_started,web,desktop,direct,cap-req-0036,cap-corr-0036,4.7.2
2025-05-02T13:15:02.115000Z,cap-session-0036,cap-app-0036,identity_verification_completed,web,desktop,direct,cap-req-0036,cap-corr-0036,4.7.2
2025-05-02T13:15:04.715000Z,cap-session-0036,cap-app-0036,application_submitted,web,desktop,direct,,,4.7.2
2025-05-02T13:15:06.915000Z,cap-session-0036,cap-app-0036,application_completed,web,desktop,direct,,,4.7.2
2025-05-02T13:32:00Z,cap-session-0037,cap-app-0037,application_started,web,desktop,email,,,4.7.2
2025-05-02T13:32:01.200000Z,cap-session-0037,cap-app-0037,identity_verification_started,web,desktop,email,cap-req-0037,cap-corr-0037,4.7.2
2025-05-02T13:32:02.150000Z,cap-session-0037,cap-app-0037,identity_verification_completed,web,desktop,email,cap-req-0037,cap-corr-0037,4.7.2
2025-05-02T13:32:04.750000Z,cap-session-0037,cap-app-0037,application_submitted,web,desktop,email,,,4.7.2
2025-05-02T13:32:06.950000Z,cap-session-0037,cap-app-0037,application_completed,web,desktop,email,,,4.7.2
2025-05-02T13:49:00Z,cap-session-0038,cap-app-0038,application_started,web,desktop,direct,,,4.7.2
2025-05-02T13:49:01.200000Z,cap-session-0038,cap-app-0038,identity_verification_started,web,desktop,direct,cap-req-0038,cap-corr-0038,4.7.2
2025-05-02T14:06:00Z,cap-session-0039,cap-app-0039,application_started,web,desktop,direct,,,4.7.2
2025-05-02T14:06:01.200000Z,cap-session-0039,cap-app-0039,identity_verification_started,web,desktop,direct,cap-req-0039,cap-corr-0039,4.7.2
2025-05-02T14:06:02.220000Z,cap-session-0039,cap-app-0039,identity_verification_completed,web,desktop,direct,cap-req-0039,cap-corr-0039,4.7.2
2025-05-02T14:06:04.820000Z,cap-session-0039,cap-app-0039,application_submitted,web,desktop,direct,,,4.7.2
2025-05-02T14:06:07.020000Z,cap-session-0039,cap-app-0039,application_completed,web,desktop,direct,,,4.7.2
2025-05-02T14:23:00Z,cap-session-0040,cap-app-0040,application_started,web,desktop,direct,,,4.7.2
2025-05-02T14:23:01.200000Z,cap-session-0040,cap-app-0040,identity_verification_started,web,desktop,direct,cap-req-0040,cap-corr-0040,4.7.2
2025-05-02T14:23:02.255000Z,cap-session-0040,cap-app-0040,identity_verification_completed,web,desktop,direct,cap-req-0040,cap-corr-0040,4.7.2
2025-05-02T14:23:04.855000Z,cap-session-0040,cap-app-0040,application_submitted,web,desktop,direct,,,4.7.2
2025-05-02T14:23:07.055000Z,cap-session-0040,cap-app-0040,application_completed,web,desktop,direct,,,4.7.2
2025-05-03T09:00:00Z,cap-session-0041,cap-app-0041,application_started,mobile,ios,partner,,,4.7.2
2025-05-03T09:00:01.200000Z,cap-session-0041,cap-app-0041,identity_verification_started,mobile,ios,partner,cap-req-0041,cap-corr-0041,4.7.2
2025-05-03T09:00:02.290000Z,cap-session-0041,cap-app-0041,identity_verification_completed,mobile,ios,partner,cap-req-0041,cap-corr-0041,4.7.2
2025-05-03T09:00:04.890000Z,cap-session-0041,cap-app-0041,application_submitted,mobile,ios,partner,,,4.7.2
2025-05-03T09:00:07.090000Z,cap-session-0041,cap-app-0041,application_completed,mobile,ios,partner,,,4.7.2
2025-05-03T09:17:00Z,cap-session-0042,cap-app-0042,application_started,mobile,android,partner,,,4.7.2
2025-05-03T09:17:01.200000Z,cap-session-0042,cap-app-0042,identity_verification_started,mobile,android,partner,cap-req-0042,cap-corr-0042,4.7.2
2025-05-03T09:17:02.080000Z,cap-session-0042,cap-app-0042,identity_verification_completed,mobile,android,partner,cap-req-0042,cap-corr-0042,4.7.2
2025-05-03T09:17:04.680000Z,cap-session-0042,cap-app-0042,application_submitted,mobile,android,partner,,,4.7.2
2025-05-03T09:17:06.880000Z,cap-session-0042,cap-app-0042,application_completed,mobile,android,partner,,,4.7.2
2025-05-03T09:34:00Z,cap-session-0043,cap-app-0043,application_started,mobile,ios,partner,,,4.7.2
2025-05-03T09:34:01.200000Z,cap-session-0043,cap-app-0043,identity_verification_started,mobile,ios,partner,cap-req-0043,cap-corr-0043,4.7.2
2025-05-03T09:34:02.115000Z,cap-session-0043,cap-app-0043,identity_verification_completed,mobile,ios,partner,cap-req-0043,cap-corr-0043,4.7.2
2025-05-03T09:34:04.715000Z,cap-session-0043,cap-app-0043,application_submitted,mobile,ios,partner,,,4.7.2
2025-05-03T09:34:06.915000Z,cap-session-0043,cap-app-0043,application_completed,mobile,ios,partner,,,4.7.2
2025-05-03T09:51:00Z,cap-session-0044,cap-app-0044,application_started,mobile,android,direct,,,4.7.2
2025-05-03T09:51:01.200000Z,cap-session-0044,cap-app-0044,identity_verification_started,mobile,android,direct,cap-req-0044,cap-corr-0044,4.7.2
2025-05-03T09:51:02.150000Z,cap-session-0044,cap-app-0044,identity_verification_completed,mobile,android,direct,cap-req-0044,cap-corr-0044,4.7.2
2025-05-03T09:51:04.750000Z,cap-session-0044,cap-app-0044,application_submitted,mobile,android,direct,,,4.7.2
2025-05-03T09:51:06.950000Z,cap-session-0044,cap-app-0044,application_completed,mobile,android,direct,,,4.7.2
2025-05-03T10:08:00Z,cap-session-0045,cap-app-0045,application_started,mobile,ios,email,,,4.7.2
2025-05-03T10:08:01.200000Z,cap-session-0045,cap-app-0045,identity_verification_started,mobile,ios,email,cap-req-0045,cap-corr-0045,4.7.2
2025-05-03T10:08:02.185000Z,cap-session-0045,cap-app-0045,identity_verification_completed,mobile,ios,email,cap-req-0045,cap-corr-0045,4.7.2
2025-05-03T10:08:04.785000Z,cap-session-0045,cap-app-0045,application_submitted,mobile,ios,email,,,4.7.2
2025-05-03T10:08:06.985000Z,cap-session-0045,cap-app-0045,application_completed,mobile,ios,email,,,4.7.2
2025-05-03T10:25:00Z,cap-session-0046,cap-app-0046,application_started,mobile,android,direct,,,4.7.2
2025-05-03T10:25:01.200000Z,cap-session-0046,cap-app-0046,identity_verification_started,mobile,android,direct,cap-req-0046,cap-corr-0046,4.7.2
